UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,client_id
164,M15023,M,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,client_1
6175,L53354,L,300.9,310.7,1573,31.2,2,0,0,0,0,0,0,client_1
2352,L49531,L,299.2,308.4,1393,48.4,35,0,0,0,0,0,0,client_1
7211,M22070,M,299.8,309.6,1331,50.2,98,0,0,0,0,0,0,client_1
5170,L52349,L,304.1,313.3,1470,39.9,70,0,0,0,0,0,0,client_1
6018,L53197,L,300.8,310.9,1398,38.2,50,0,0,0,0,0,0,client_1
3168,L50347,L,300.4,309.7,1384,45.1,159,0,0,0,0,0,0,client_1
6428,L53607,L,300.2,309.8,1418,49.3,16,0,0,0,0,0,0,client_1
681,M15540,M,297.8,309.1,1432,42.6,17,0,0,0,0,0,0,client_1
620,L47799,L,298.3,310.0,1507,44.7,73,0,0,0,0,0,0,client_1
4869,L52048,L,303.6,312.4,1418,46.0,128,0,0,0,0,0,0,client_1
8736,L55915,L,297.3,308.6,1358,47.6,110,0,0,0,0,0,0,client_1
8683,M23542,M,297.2,308.5,1353,46.5,185,0,0,0,0,0,0,client_1
9760,L56939,L,298.5,309.7,1613,36.7,0,0,0,0,0,0,0,client_1
5956,L53135,L,300.7,310.8,1653,31.6,111,0,0,0,0,0,0,client_1
525,L47704,L,297.4,309.4,1620,35.4,51,0,0,0,0,0,0,client_1
5260,L52439,L,303.5,312.9,1544,36.9,87,0,0,0,0,0,0,client_1
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,client_1
4237,L51416,L,302.2,310.9,1604,40.5,68,0,0,0,0,0,0,client_1
5604,L52783,L,302.9,312.2,1340,57.8,90,0,0,0,0,0,0,client_1
185,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,client_1
1303,L48482,L,298.6,309.8,1505,45.7,144,0,0,0,0,0,1,client_1
9034,L56213,L,297.4,308.2,1386,41.0,35,0,0,0,0,0,0,client_1
9010,L56189,L,297.3,307.9,1579,34.4,193,0,0,0,0,0,0,client_1
7983,L55162,L,301.0,312.3,1488,42.6,107,0,0,0,0,0,0,client_1
3054,H32467,H,300.2,309.3,1506,35.6,63,0,0,0,0,0,0,client_1
7437,L54616,L,300.0,311.4,1487,41.2,22,0,0,0,0,0,0,client_1
2730,L49909,L,299.7,309.3,1417,54.6,131,0,0,0,0,0,0,client_1
3822,L51001,L,302.3,310.9,1596,33.5,104,0,0,0,0,0,0,client_1
4639,L51818,L,303.1,311.3,1474,34.8,215,0,0,0,0,0,0,client_1
8272,L55451,L,299.1,310.7,1309,51.1,188,0,0,0,0,0,0,client_1
2966,M17825,M,300.7,309.5,1838,24.9,66,0,0,0,0,0,0,client_1
6585,L53764,L,301.5,310.5,1372,44.0,203,0,0,0,0,0,0,client_1
2562,L49741,L,299.4,309.2,1607,31.7,145,0,0,0,0,0,0,client_1
4644,L51823,L,303.2,311.4,1324,54.2,228,1,0,1,0,1,0,client_1
6549,L53728,L,301.4,310.8,1770,24.1,112,0,0,0,0,0,0,client_1
1505,L48684,L,298.0,308.7,1506,47.0,208,0,0,0,0,0,0,client_1
9722,L56901,L,298.8,309.8,1490,40.6,124,0,0,0,0,0,0,client_1
2684,L49863,L,299.8,309.5,1590,28.5,23,0,0,0,0,0,0,client_1
2126,L49305,L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0,client_1
8565,M23424,M,298.0,308.7,1614,30.7,106,0,0,0,0,0,0,client_1
1910,L49089,L,298.0,307.7,1435,45.6,184,0,0,0,0,0,0,client_1
6268,L53447,L,300.8,310.4,1570,35.2,23,0,0,0,0,0,0,client_1
1781,L48960,L,298.5,308.2,1595,32.3,46,0,0,0,0,0,0,client_1
3405,L50584,L,301.3,310.4,1695,30.9,108,0,0,0,0,0,0,client_1
9516,L56695,L,299.0,310.2,1682,28.8,49,0,0,0,0,0,0,client_1
4400,L51579,L,302.3,310.1,1653,29.7,34,0,0,0,0,0,0,client_1
5488,M20347,M,302.6,312.1,1611,39.9,210,0,0,0,0,0,0,client_1
4802,L51981,L,303.5,312.4,1574,32.7,175,0,0,0,0,0,0,client_1
492,L47671,L,297.4,309.2,1420,45.6,193,0,0,0,0,0,0,client_1
8342,L55521,L,298.8,309.7,1751,29.6,160,0,0,0,0,0,0,client_1
4421,H33834,H,302.6,310.2,1873,21.3,87,0,0,0,0,0,0,client_1
3480,M18339,M,301.8,310.8,1619,31.0,76,0,0,0,0,0,0,client_1
1456,L48635,L,299.0,310.4,1382,53.0,89,0,0,0,0,0,0,client_1
1304,L48483,L,298.7,309.9,1593,42.5,146,0,0,0,0,0,0,client_1
7617,M22476,M,300.6,311.4,1468,40.4,55,0,0,0,0,0,0,client_1
5287,L52466,L,303.8,313.1,1422,42.4,152,0,0,0,0,0,0,client_1
3300,L50479,L,301.3,310.5,1390,45.8,63,0,0,0,0,0,0,client_1
3288,M18147,M,301.2,310.1,1558,32.6,34,0,0,0,0,0,0,client_1
8078,L55257,L,300.3,311.8,1547,39.7,121,0,0,0,0,0,0,client_1
6506,L53685,L,301.1,310.1,1457,39.6,215,0,0,0,0,0,0,client_1
7379,L54558,L,299.5,310.0,1388,52.4,94,0,0,0,0,0,0,client_1
6515,L53694,L,301.0,309.9,1507,41.8,19,0,0,0,0,0,0,client_1
4590,L51769,L,302.8,311.1,1721,30.0,87,0,0,0,0,0,0,client_1
1408,L48587,L,298.9,310.0,1564,33.8,183,0,0,0,0,0,0,client_1
8479,M23338,M,298.5,309.7,1354,60.8,96,0,0,0,0,0,0,client_1
5993,L53172,L,300.7,310.6,1288,47.2,216,0,0,0,0,0,0,client_1
1908,L49087,L,297.9,307.6,1504,42.4,180,0,0,0,0,0,0,client_1
3393,L50572,L,301.5,310.7,1408,47.3,79,0,0,0,0,0,0,client_1
3401,H32814,H,301.4,310.7,1536,44.4,96,0,0,0,0,0,0,client_1
1143,L48322,L,296.9,307.9,1423,43.9,149,0,0,0,0,0,0,client_1
6753,L53932,L,301.6,310.9,1706,29.5,193,0,0,0,0,0,0,client_1
692,L47871,L,297.7,309.1,1563,39.3,56,0,0,0,0,0,0,client_1
6303,L53482,L,301.2,310.6,1437,51.2,112,0,0,0,0,0,0,client_1
7310,L54489,L,300.0,310.4,1505,44.9,133,0,0,0,0,0,0,client_1
2906,L50085,L,300.6,309.4,1552,36.4,113,0,0,0,0,0,0,client_1
5019,M19878,M,303.9,313.0,1620,36.6,80,0,0,0,0,0,0,client_1
3669,L50848,L,302.3,311.7,1510,38.7,141,0,0,0,0,0,0,client_1
978,L48157,L,296.0,306.7,1917,21.0,127,0,0,0,0,0,0,client_1
9593,L56772,L,299.2,310.4,1379,46.8,39,0,0,0,0,0,0,client_1
5294,M20153,M,303.9,313.4,1464,49.1,171,0,0,0,0,0,0,client_1
635,L47814,L,298.3,309.9,1507,41.6,112,0,0,0,0,0,0,client_1
6421,L53600,L,300.3,309.9,1518,36.4,0,0,0,0,0,0,0,client_1
5095,M19954,M,304.1,313.5,1470,45.8,85,0,0,0,0,0,0,client_1
5026,M19885,M,303.9,313.1,1473,42.8,97,0,0,0,0,0,0,client_1
4429,L51608,L,302.4,310.1,1906,21.2,110,0,0,0,0,0,0,client_1
4709,L51888,L,303.4,311.7,1793,25.8,161,0,0,0,0,0,0,client_1
1552,L48731,L,298.4,308.8,1458,40.1,111,0,0,0,0,0,0,client_1
8318,L55497,L,298.7,309.7,1667,30.4,92,0,0,0,0,0,0,client_1
8724,L55903,L,297.2,308.6,1578,34.4,76,0,0,0,0,0,0,client_1
9974,L57153,L,298.5,308.2,1444,40.5,170,0,0,0,0,0,0,client_1
6544,L53723,L,301.4,310.8,1698,29.6,99,0,0,0,0,0,0,client_1
9227,L56406,L,298.0,309.1,1822,23.5,122,0,0,0,0,0,0,client_1
7453,L54632,L,300.3,311.7,1579,33.6,59,0,0,0,0,0,0,client_1
3765,L50944,L,302.4,311.0,1329,54.6,176,0,0,0,0,0,0,client_1
8311,L55490,L,298.7,309.9,1465,39.7,72,0,0,0,0,0,0,client_1
9404,L56583,L,297.7,308.1,1697,29.1,179,0,0,0,0,0,0,client_1
9898,L57077,L,298.8,309.3,1357,47.1,176,0,0,0,0,0,0,client_1
7345,L54524,L,299.6,310.1,1384,49.8,11,0,0,0,0,0,0,client_1
3792,L50971,L,302.3,311.0,1528,43.1,30,0,0,0,0,0,0,client_1
7727,M22586,M,300.8,311.9,1761,29.0,113,0,0,0,0,0,0,client_1
746,L47925,L,296.7,308.0,1451,50.7,197,0,0,0,0,0,0,client_1
7870,M22729,M,300.5,312.0,1779,27.7,46,0,0,0,0,0,0,client_1
7855,L55034,L,300.3,311.8,1551,37.2,9,0,0,0,0,0,0,client_1
8075,L55254,L,300.4,312.0,1631,34.9,115,0,0,0,0,0,0,client_1
2457,L49636,L,299.1,308.6,1555,36.6,104,0,0,0,0,0,0,client_1
1640,M16499,M,297.9,307.8,1450,43.5,106,0,0,0,0,0,0,client_1
2045,L49224,L,299.3,309.1,1470,41.1,118,0,0,0,0,0,0,client_1
2310,L49489,L,299.1,308.6,1611,31.4,161,0,0,0,0,0,0,client_1
9209,L56388,L,298.0,308.9,1406,40.9,77,0,0,0,0,0,0,client_1
776,L47955,L,296.7,307.8,1453,46.0,33,0,0,0,0,0,0,client_1
5934,L53113,L,300.5,310.5,1373,47.4,56,0,0,0,0,0,0,client_1
4996,L52175,L,303.6,312.6,1540,39.8,21,0,0,0,0,0,0,client_1
2577,L49756,L,299.5,309.3,1523,41.5,181,0,0,0,0,0,0,client_1
2017,L49196,L,298.5,308.3,1458,44.0,44,0,0,0,0,0,0,client_1
4122,M18981,M,302.1,310.7,1364,47.8,213,1,0,1,0,0,0,client_1
10000,M24859,M,299.0,308.7,1500,40.2,30,0,0,0,0,0,0,client_1
9449,L56628,L,298.2,309.0,1780,29.3,91,0,0,0,0,0,0,client_1
1097,L48276,L,297.0,307.6,1680,35.8,20,0,0,0,0,0,0,client_1
8125,L55304,L,300.2,311.4,1568,41.0,32,0,0,0,0,0,0,client_1
9246,L56425,L,298.3,308.9,1708,27.3,170,0,0,0,0,0,0,client_1
450,L47629,L,297.6,308.7,1622,37.9,79,0,0,0,0,0,0,client_1
2978,L50157,L,300.4,309.3,1413,50.3,101,0,0,0,0,0,0,client_1
5674,L52853,L,302.2,311.6,1462,50.0,51,0,0,0,0,0,0,client_1
8121,L55300,L,300.2,311.6,1767,26.4,20,0,0,0,0,0,0,client_1
1695,L48874,L,298.0,307.5,1618,35.2,31,0,0,0,0,0,0,client_1
3222,L50401,L,300.6,309.6,1423,49.1,74,0,0,0,0,0,0,client_1
3101,L50280,L,299.8,309.1,1578,42.1,191,0,0,0,0,0,0,client_1
1227,L48406,L,297.1,308.4,1488,42.5,146,0,0,0,0,0,0,client_1
5809,L52988,L,301.4,311.0,1733,25.7,182,0,0,0,0,0,0,client_1
5950,M20809,M,300.7,310.8,1506,44.0,97,0,0,0,0,0,0,client_1
9618,L56797,L,299.0,310.2,1516,35.3,102,0,0,0,0,0,0,client_1
2333,L49512,L,299.2,308.5,1378,50.4,220,1,0,0,0,1,0,client_1
2170,L49349,L,299.5,309.1,1415,49.2,8,0,0,0,0,0,0,client_1
4517,L51696,L,302.5,310.3,1539,39.0,119,0,0,0,0,0,0,client_1
3046,L50225,L,300.2,309.4,1526,35.3,46,0,0,0,0,0,0,client_1
7231,L54410,L,299.8,309.8,1542,39.4,155,0,0,0,0,0,0,client_1
5076,L52255,L,304.1,313.2,1366,46.6,35,0,0,0,0,0,0,client_1
8355,L55534,L,298.6,309.6,1390,50.3,196,0,0,0,0,0,0,client_1
7830,L55009,L,299.8,311.2,1664,28.3,173,0,0,0,0,0,0,client_1
7675,L54854,L,300.5,311.6,1509,47.2,202,0,0,0,0,0,0,client_1
6973,L54152,L,300.7,311.0,1377,49.9,124,0,0,0,0,0,0,client_1
120,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,client_1
479,L47658,L,297.4,309.0,1833,22.6,161,0,0,0,0,0,0,client_1
1306,L48485,L,298.8,310.0,1672,30.4,150,0,0,0,0,0,0,client_1
7452,L54631,L,300.3,311.8,1508,43.1,57,0,0,0,0,0,0,client_1
7799,L54978,L,300.0,311.5,1812,28.3,94,0,0,0,0,0,0,client_1
675,L47854,L,297.8,309.0,1456,41.2,0,0,0,0,0,0,0,client_1
3697,L50876,L,302.1,311.2,1454,46.8,0,0,0,0,0,0,0,client_1
4361,L51540,L,302.1,310.1,1543,35.8,164,0,0,0,0,0,0,client_1
3814,L50993,L,302.0,310.6,1467,44.9,86,0,0,0,0,0,0,client_1
4764,L51943,L,303.7,312.1,1443,45.9,74,0,0,0,0,0,0,client_1
8661,L55840,L,297.4,308.5,1295,52.1,130,0,0,0,0,0,0,client_1
8981,L56160,L,297.0,307.6,1513,42.4,124,0,0,0,0,0,0,client_1
5530,M20389,M,302.4,311.8,1539,39.9,101,0,0,0,0,0,0,client_1
6178,L53357,L,301.0,310.8,1527,45.3,8,0,0,0,0,0,0,client_1
8182,L55361,L,299.7,311.2,1835,23.7,183,0,0,0,0,0,0,client_1
6193,L53372,L,301.0,310.9,1428,45.3,47,0,0,0,0,0,0,client_1
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,client_1
9729,L56908,L,298.8,309.8,1563,33.7,143,0,0,0,0,0,0,client_1
9181,L56360,L,297.9,309.1,1507,36.9,13,0,0,0,0,0,0,client_1
8864,L56043,L,298.0,309.2,1731,28.7,38,0,0,0,0,0,0,client_1
1709,L48888,L,298.2,307.8,1627,31.5,64,0,0,0,0,0,0,client_1
3256,L50435,L,301.0,309.7,1491,42.9,165,0,0,0,0,0,0,client_1
803,L47982,L,296.9,307.8,1571,35.0,102,0,0,0,0,0,0,client_1
953,L48132,L,295.5,306.2,1448,48.9,65,0,0,0,0,0,0,client_1
2917,L50096,L,300.6,309.6,1411,41.6,140,0,0,0,0,0,0,client_1
8667,L55846,L,297.5,308.7,1407,42.5,145,0,0,0,0,0,0,client_1
5272,L52451,L,303.6,313.0,1534,39.7,115,0,0,0,0,0,0,client_1
9569,L56748,L,299.8,311.1,1588,38.0,183,0,0,0,0,0,0,client_1
1514,L48693,L,298.1,308.7,1568,32.9,10,0,0,0,0,0,0,client_1
1702,L48881,L,298.0,307.7,1479,42.5,47,0,0,0,0,0,0,client_1
66,L47245,L,299.0,309.1,1394,45.1,179,0,0,0,0,0,0,client_1
9176,L56355,L,297.8,309.0,1403,64.2,0,1,0,0,1,0,0,client_1
7728,M22587,M,300.7,311.9,1657,30.9,116,0,0,0,0,0,0,client_1
9774,L56953,L,298.5,309.4,1560,37.9,37,0,0,0,0,0,0,client_1
2146,L49325,L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,client_1
3534,L50713,L,302.0,311.0,1563,36.2,8,0,0,0,0,0,0,client_1
174,M15033,M,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,client_1
1221,L48400,L,297.0,308.2,1577,29.4,130,0,0,0,0,0,0,client_1
6142,L53321,L,300.8,310.8,1486,45.7,146,0,0,0,0,0,0,client_1
5089,L52268,L,304.0,313.1,1465,41.0,69,0,0,0,0,0,0,client_1
3831,L51010,L,302.3,310.9,1891,22.7,135,0,0,0,0,0,0,client_1
2968,L50147,L,300.6,309.4,1369,51.6,71,0,0,0,0,0,0,client_1
123,L47302,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,client_1
6914,L54093,L,300.8,311.2,1481,38.5,181,0,0,0,0,0,1,client_1
2160,M17019,M,299.5,309.0,1602,31.3,210,0,0,0,0,0,0,client_1
7898,L55077,L,300.8,312.5,1434,50.7,121,0,0,0,0,0,0,client_1
1350,L48529,L,298.7,310.2,1402,45.9,30,0,0,0,0,0,0,client_1
5396,L52575,L,302.8,312.4,1529,36.8,237,0,0,0,0,0,0,client_1
911,L48090,L,295.5,306.0,1546,35.9,169,0,0,0,0,0,0,client_1
1512,L48691,L,298.1,308.7,1642,30.3,3,0,0,0,0,0,0,client_1
9645,L56824,L,299.3,310.4,1629,32.6,177,0,0,0,0,0,0,client_1
2362,M17221,M,299.2,308.6,1631,35.4,64,0,0,0,0,0,0,client_1
4016,L51195,L,302.1,310.9,1477,41.4,184,0,0,0,0,0,0,client_1
7637,L54816,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0,client_1
3332,L50511,L,301.7,310.8,1559,44.5,135,0,0,0,0,0,0,client_1
573,L47752,L,297.8,309.9,1351,49.0,181,0,0,0,0,0,0,client_1
3773,L50952,L,302.4,311.1,1448,44.8,195,0,0,0,0,0,0,client_1
8009,L55188,L,300.8,311.9,1414,41.1,171,0,0,0,0,0,0,client_1
6328,L53507,L,300.6,310.0,1425,49.5,174,0,0,0,0,0,0,client_1
4411,L51590,L,302.5,310.2,1586,32.2,64,0,0,0,0,0,0,client_1
3298,L50477,L,301.2,310.3,1548,38.6,59,0,0,0,0,0,0,client_1
1560,L48739,L,298.2,308.3,1458,41.8,132,0,0,0,0,0,0,client_1
7303,L54482,L,300.1,310.5,1494,44.2,117,0,0,0,0,0,0,client_1
4039,L51218,L,302.0,310.9,1546,34.4,7,0,0,0,0,0,0,client_1
1418,L48597,L,298.7,309.9,1541,38.5,208,0,0,0,0,0,0,client_1
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,client_1
9689,L56868,L,299.1,310.1,1367,45.6,44,0,0,0,0,0,0,client_1
8788,M23647,M,297.5,308.5,1699,30.1,40,0,0,0,0,0,0,client_1
8249,L55428,L,298.9,310.3,1456,44.1,118,0,0,0,0,0,0,client_1
6289,L53468,L,301.0,310.5,1317,50.9,75,0,0,0,0,0,0,client_1
7853,L55032,L,300.3,311.7,1515,37.5,5,0,0,0,0,0,0,client_1
831,L48010,L,296.6,307.4,1631,35.0,168,0,0,0,0,0,0,client_1
5760,L52939,L,301.8,311.3,1551,35.8,61,0,0,0,0,0,0,client_1
6995,L54174,L,300.6,310.8,1375,53.2,179,0,0,0,0,0,0,client_1
8507,L55686,L,298.4,309.6,1710,27.3,163,1,0,0,0,0,0,client_1
8957,L56136,L,297.4,308.1,1348,57.4,66,0,0,0,0,0,0,client_1
7004,L54183,L,300.5,310.6,1540,46.7,206,0,0,0,0,0,0,client_1
2467,L49646,L,299.0,308.6,1429,37.7,126,0,0,0,0,0,0,client_1
8051,L55230,L,300.7,312.0,1401,51.1,50,0,0,0,0,0,0,client_1
1047,L48226,L,296.4,307.5,1331,47.8,99,0,0,0,0,0,0,client_1
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,client_1
1479,L48658,L,298.3,309.4,1568,35.8,140,0,0,0,0,0,0,client_1
7787,L54966,L,300.3,311.5,1466,46.2,62,0,0,0,0,0,0,client_1
9548,L56727,L,299.6,311.1,1679,30.7,129,0,0,0,0,0,0,client_1
7025,L54204,L,300.6,310.6,2127,18.7,53,0,0,0,0,0,0,client_1
507,L47686,L,297.6,309.3,1543,34.3,8,0,0,0,0,0,0,client_1
2305,L49484,L,299.1,308.5,1455,39.8,145,0,0,0,0,0,0,client_1
3450,L50629,L,301.7,310.7,1605,33.3,220,0,0,0,0,0,0,client_1
6345,H35758,H,300.2,309.8,1374,47.7,8,0,0,0,0,0,0,client_1
4080,L51259,L,302.0,310.5,1978,22.0,106,0,0,0,0,0,0,client_1
5505,L52684,L,302.8,312.2,1458,51.0,42,0,0,0,0,0,0,client_1
4480,L51659,L,302.6,310.2,1923,21.5,18,0,0,0,0,0,0,client_1
9519,L56698,L,299.0,310.1,1580,41.9,55,0,0,0,0,0,0,client_1
8303,L55482,L,298.7,310.1,1641,31.1,49,0,0,0,0,0,0,client_1
6284,L53463,L,301.3,310.8,1719,29.5,62,0,0,0,0,0,0,client_1
8708,L55887,L,297.2,308.5,1471,41.7,41,0,0,0,0,0,0,client_1
