UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,client_id
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,client_2
5644,L52823,L,302.5,312.0,1574,42.0,188,0,0,0,0,0,0,client_2
7544,L54723,L,300.3,311.5,1446,45.0,82,0,0,0,0,0,0,client_2
7137,M21996,M,300.5,309.9,1343,63.7,124,0,0,0,0,0,0,client_2
3601,L50780,L,301.7,310.5,1523,34.7,181,0,0,0,0,0,0,client_2
2065,L49244,L,299.6,309.5,1453,41.4,168,0,0,0,0,0,0,client_2
7600,L54779,L,300.5,311.0,1759,28.3,13,0,0,0,0,0,0,client_2
4478,L51657,L,302.6,310.3,1647,34.2,14,0,0,0,0,0,0,client_2
6382,L53561,L,300.2,309.7,1771,27.1,104,0,0,0,0,0,0,client_2
4331,L51510,L,301.5,309.8,1549,38.5,81,0,0,0,0,0,0,client_2
1942,L49121,L,298.1,307.9,1425,58.2,57,0,0,0,0,0,0,client_2
6751,M21610,M,301.7,311.0,1505,44.0,187,0,0,0,0,0,0,client_2
8504,L55683,L,298.5,309.8,1468,40.9,157,0,0,0,0,0,0,client_2
25,M14884,M,299.0,309.4,1561,37.3,70,0,0,0,0,0,0,client_2
3983,L51162,L,302.2,311.3,1475,48.6,104,0,0,0,0,0,0,client_2
7041,L54220,L,300.7,310.6,1720,30.3,96,0,0,0,0,0,0,client_2
7200,L54379,L,300.0,309.9,1507,41.4,74,0,0,0,0,0,0,client_2
5850,M20709,M,301.4,311.2,1434,47.6,52,0,0,0,0,0,0,client_2
769,L47948,L,296.9,308.0,1713,29.3,13,0,0,0,0,0,0,client_2
4501,L51680,L,302.6,310.4,1638,36.2,84,0,0,0,0,0,0,client_2
9074,L56253,L,297.2,308.1,1689,31.2,145,0,0,0,0,0,0,client_2
4405,M19264,M,302.4,310.2,1485,45.9,50,0,0,0,0,0,0,client_2
4887,L52066,L,303.8,312.5,1372,45.7,180,0,0,0,0,0,0,client_2
6151,L53330,L,301.1,311.1,1711,29.1,170,0,0,0,0,0,0,client_2
8031,L55210,L,300.6,312.0,1490,42.2,3,0,0,0,0,0,0,client_2
2259,L49438,L,299.1,308.2,1319,60.3,36,0,0,0,0,0,0,client_2
8631,L55810,L,297.4,308.4,1371,57.4,52,0,0,0,0,0,0,client_2
6900,L54079,L,300.9,311.6,1671,33.5,148,0,0,0,0,0,0,client_2
4713,L51892,L,303.4,311.8,1564,35.9,171,0,0,0,0,0,0,client_2
4229,L51408,L,302.2,310.8,2203,16.6,47,0,0,0,0,0,0,client_2
8851,L56030,L,297.6,309.0,1491,43.2,7,0,0,0,0,0,0,client_2
1956,L49135,L,297.9,307.7,1308,55.2,87,0,0,0,0,0,0,client_2
603,L47782,L,297.9,309.8,2000,21.3,29,0,0,0,0,0,0,client_2
5568,M20427,M,302.5,312.0,1445,54.8,0,0,0,0,0,0,0,client_2
9093,L56272,L,297.3,308.1,1568,34.4,194,0,0,0,0,0,0,client_2
8033,L55212,L,300.8,312.0,1416,46.5,7,0,0,0,0,0,0,client_2
3982,M18841,M,302.2,311.3,1931,21.9,101,0,0,0,0,0,0,client_2
9920,L57099,L,298.5,308.8,1305,58.7,26,0,0,0,0,0,0,client_2
2852,L50031,L,300.5,309.3,1373,48.8,211,0,0,0,0,0,0,client_2
8799,L55978,L,297.3,308.4,1469,46.7,65,0,0,0,0,0,0,client_2
4704,M19563,M,303.6,311.8,1432,42.5,150,0,0,0,0,0,0,client_2
7920,L55099,L,300.8,312.0,1496,40.0,175,0,0,0,0,0,0,client_2
2722,M17581,M,299.6,309.3,1553,32.4,112,0,0,0,0,0,0,client_2
4837,L52016,L,303.3,311.8,1315,62.0,42,1,0,1,0,0,0,client_2
6650,M21509,M,301.5,310.4,1350,54.9,153,0,0,0,0,0,0,client_2
3293,L50472,L,301.3,310.3,1400,44.3,47,0,0,0,0,0,0,client_2
6438,L53617,L,300.4,310.0,1282,66.1,40,0,0,0,0,0,0,client_2
8960,L56139,L,297.3,308.0,1420,46.5,73,0,0,0,0,0,0,client_2
9614,L56793,L,299.0,310.2,1377,62.5,92,1,0,0,1,0,0,client_2
3921,L51100,L,302.6,311.5,1885,27.5,147,0,0,0,0,0,0,client_2
1311,L48490,L,298.9,310.2,1498,50.2,160,0,0,0,0,0,0,client_2
6202,M21061,M,301.0,310.9,1510,44.5,66,0,0,0,0,0,0,client_2
5743,L52922,L,302.3,311.7,1414,47.0,11,0,0,0,0,0,0,client_2
4132,L51311,L,301.9,310.3,1485,46.3,24,0,0,0,0,0,0,client_2
6483,L53662,L,300.6,309.9,1480,43.7,153,0,0,0,0,0,0,client_2
9123,L56302,L,297.4,308.4,1580,41.2,66,0,0,0,0,0,0,client_2
1525,L48704,L,298.2,309.0,1601,35.8,43,0,0,0,0,0,0,client_2
9046,L56225,L,297.4,308.4,1603,34.6,65,0,0,0,0,0,0,client_2
9206,L56385,L,297.8,308.8,1579,32.9,70,0,0,0,0,0,0,client_2
2608,L49787,L,299.4,309.3,1448,48.6,44,0,0,0,0,0,0,client_2
469,L47648,L,297.3,308.7,1619,31.6,129,0,0,0,0,0,0,client_2
9791,L56970,L,298.6,309.5,1483,43.2,92,0,0,0,0,0,0,client_2
6097,M20956,M,300.8,310.7,1483,40.8,28,0,0,0,0,0,0,client_2
674,L47853,L,297.6,308.9,1449,47.7,209,0,0,0,0,0,0,client_2
6460,M21319,M,300.6,310.0,1397,55.2,90,0,0,0,0,0,0,client_2
9565,L56744,L,299.8,311.1,1820,24.9,174,0,0,0,0,0,0,client_2
5824,L53003,L,301.2,311.0,1544,39.3,217,0,0,0,0,0,0,client_2
4893,L52072,L,303.7,312.3,1922,23.1,193,0,0,0,0,0,0,client_2
6977,L54156,L,300.6,310.9,1344,46.7,133,0,0,0,0,0,0,client_2
2381,L49560,L,299.0,308.1,1242,60.9,117,0,0,0,0,0,0,client_2
7136,L54315,L,300.5,309.9,1443,48.3,122,0,0,0,0,0,0,client_2
2683,M17542,M,299.9,309.6,1364,44.4,20,0,0,0,0,0,0,client_2
1388,L48567,L,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,client_2
4555,L51734,L,302.6,310.5,1748,28.2,2,0,0,0,0,0,0,client_2
2877,M17736,M,300.5,309.3,1578,30.5,34,0,0,0,0,0,0,client_2
2227,M17086,M,299.6,308.9,1685,27.8,161,0,0,0,0,0,0,client_2
6378,L53557,L,300.1,309.6,1541,37.0,96,0,0,0,0,0,0,client_2
3950,L51129,L,302.3,311.5,1384,50.8,13,0,0,0,0,0,0,client_2
9155,L56334,L,297.5,308.6,1596,36.0,141,0,0,0,0,0,0,client_2
2579,L49758,L,299.4,309.3,1391,46.6,185,0,0,0,0,0,0,client_2
8037,L55216,L,300.7,311.7,1460,46.1,15,0,0,0,0,0,0,client_2
8289,M23148,M,298.8,310.6,1640,33.8,9,0,0,0,0,0,0,client_2
5078,L52257,L,304.3,313.3,1775,24.9,39,0,0,0,0,0,0,client_2
3990,L51169,L,302.2,311.3,1602,32.8,120,0,0,0,0,0,0,client_2
3887,L51066,L,302.4,311.3,1392,50.5,51,0,0,0,0,0,0,client_2
5319,L52498,L,303.5,312.6,1496,39.0,21,0,0,0,0,0,0,client_2
7238,M22097,M,299.8,310.0,1632,33.7,172,0,0,0,0,0,0,client_2
6847,M21706,M,301.2,311.5,1498,49.5,3,0,0,0,0,0,0,client_2
1336,L48515,L,299.0,310.4,1371,53.8,228,1,0,0,0,1,0,client_2
9182,L56361,L,297.9,309.1,1521,36.1,15,0,0,0,0,0,0,client_2
1242,M16101,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,0,client_2
6134,L53313,L,301.1,311.1,1470,40.9,125,0,0,0,0,0,0,client_2
3917,L51096,L,302.6,311.6,1453,37.0,135,0,0,0,0,0,0,client_2
5091,M19950,M,303.9,313.2,1570,40.7,74,0,0,0,0,0,0,client_2
5642,L52821,L,302.6,312.1,1473,37.3,184,0,0,0,0,0,0,client_2
7598,L54777,L,300.5,311.0,2074,18.9,9,0,0,0,0,0,0,client_2
2628,M17487,M,299.8,309.6,1346,53.2,95,0,0,0,0,0,0,client_2
5221,L52400,L,303.8,313.0,1633,32.9,207,0,0,0,0,0,0,client_2
3339,M18198,M,301.6,310.9,1510,40.9,152,0,0,0,0,0,0,client_2
7259,L54438,L,300.3,310.4,1742,25.9,7,0,0,0,0,0,0,client_2
6136,L53315,L,301.0,310.9,1740,28.9,129,0,0,0,0,0,0,client_2
5386,H34799,H,302.9,312.3,1754,26.9,209,0,0,0,0,0,0,client_2
1036,L48215,L,296.4,307.4,1403,48.4,70,0,0,0,0,0,0,client_2
1091,L48270,L,296.9,307.7,1464,41.4,6,0,0,0,0,0,0,client_2
7909,L55088,L,300.7,312.3,1715,26.8,146,0,0,0,0,0,0,client_2
7234,L54413,L,299.9,310.0,1447,45.9,162,0,0,0,0,0,0,client_2
8765,L55944,L,297.4,308.8,1620,33.4,186,0,0,0,0,0,0,client_2
8040,L55219,L,300.8,311.9,1560,31.8,21,0,0,0,0,0,0,client_2
2520,L49699,L,298.8,308.6,1631,32.4,38,0,0,0,0,0,0,client_2
2907,L50086,L,300.6,309.3,1409,38.7,115,0,0,0,0,0,0,client_2
5413,L52592,L,302.9,312.6,1328,59.9,24,0,0,0,0,0,0,client_2
615,M15474,M,298.0,309.9,1445,45.2,55,0,0,0,0,0,0,client_2
5153,L52332,L,304.3,313.5,2643,12.7,21,0,0,0,0,0,0,client_2
5118,L52297,L,304.1,313.6,1611,31.4,144,0,0,0,0,0,0,client_2
634,L47813,L,298.3,310.0,1442,43.9,110,0,0,0,0,0,0,client_2
1863,L49042,L,297.9,307.7,1517,44.4,67,0,0,0,0,0,0,client_2
8672,L55851,L,297.5,308.8,1530,37.8,157,0,0,0,0,0,0,client_2
722,L47901,L,297.5,308.9,1696,30.9,133,0,0,0,0,0,0,client_2
9395,L56574,L,297.7,308.2,1334,53.0,156,0,0,0,0,0,0,client_2
1135,M15994,M,296.9,307.8,1426,50.7,130,0,0,0,0,0,0,client_2
9077,L56256,L,297.2,308.1,1474,44.3,152,0,0,0,0,0,0,client_2
768,L47947,L,296.9,308.0,1546,31.1,11,0,0,0,0,0,0,client_2
2463,L49642,L,298.9,308.5,1742,34.5,117,0,0,0,0,0,0,client_2
6131,L53310,L,301.0,310.9,1473,44.2,116,0,0,0,0,0,0,client_2
4179,L51358,L,302.5,310.9,1624,34.4,146,0,0,0,0,0,0,client_2
1945,L49124,L,298.1,308.1,1791,27.3,63,0,0,0,0,0,0,client_2
7743,M22602,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0,client_2
739,L47918,L,296.8,308.3,1506,45.9,182,0,0,0,0,0,0,client_2
6699,L53878,L,301.6,310.8,1418,44.7,46,0,0,0,0,0,0,client_2
5759,L52938,L,301.9,311.3,1501,40.8,59,0,0,0,0,0,0,client_2
2207,L49386,L,299.9,309.2,1436,52.0,107,0,0,0,0,0,0,client_2
1799,M16658,M,298.0,307.5,1431,52.9,92,0,0,0,0,0,0,client_2
6929,L54108,L,301.1,311.7,1816,24.5,7,0,0,0,0,0,0,client_2
2150,L49329,L,299.4,309.0,1613,32.2,178,0,0,0,0,0,0,client_2
7603,L54782,L,300.4,311.2,1705,28.7,20,0,0,0,0,0,0,client_2
1815,L48994,L,298.1,307.7,1650,34.1,138,0,0,0,0,0,0,client_2
3264,L50443,L,301.3,310.0,1344,54.8,186,0,0,0,0,0,0,client_2
8932,L56111,L,297.4,308.4,1434,39.9,2,0,0,0,0,0,0,client_2
98,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,client_2
9554,L56733,L,299.3,310.7,1495,39.2,144,0,0,0,0,0,0,client_2
140,L47319,L,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,client_2
7207,L54386,L,299.8,309.7,1457,51.9,89,0,0,0,0,0,0,client_2
7886,L55065,L,300.7,312.3,1590,36.3,93,0,0,0,0,0,0,client_2
5836,L53015,L,301.3,311.2,1668,30.1,18,0,0,0,0,0,0,client_2
8916,L56095,L,297.1,308.3,1403,54.1,179,0,0,0,0,0,0,client_2
5013,M19872,M,303.8,312.9,1815,27.8,66,0,0,0,0,0,0,client_2
458,L47637,L,297.4,308.6,1276,53.6,103,0,0,0,0,0,0,client_2
3463,H32876,H,301.6,310.5,1786,27.1,35,0,0,0,0,0,0,client_2
9871,H39284,H,299.0,309.9,1884,25.6,100,0,0,0,0,0,0,client_2
4215,L51394,L,301.9,310.6,1573,36.6,15,0,0,0,0,0,0,client_2
662,M15521,M,297.6,309.0,1427,45.6,179,0,0,0,0,0,0,client_2
8471,L55650,L,298.7,309.9,1464,38.0,74,0,0,0,0,0,0,client_2
6102,L53281,L,300.7,310.6,1616,29.6,47,0,0,0,0,0,0,client_2
5612,M20471,M,303.0,312.3,1674,29.5,109,0,0,0,0,0,0,client_2
6001,H35414,H,300.4,310.2,1431,43.2,0,0,0,0,0,0,0,client_2
9305,L56484,L,298.3,309.1,1537,43.0,123,0,0,0,0,0,0,client_2
816,M15675,M,296.8,307.5,1516,36.7,135,0,0,0,0,0,0,client_2
3045,L50224,L,300.2,309.4,1981,21.4,44,0,0,0,0,0,0,client_2
4438,L51617,L,302.4,310.2,1578,31.2,139,0,0,0,0,0,0,client_2
3494,M18353,M,301.9,311.0,1638,35.4,116,0,0,0,0,0,0,client_2
3501,H32914,H,301.9,311.0,1871,26.0,132,0,0,0,0,0,0,client_2
3399,L50578,L,301.4,310.7,1675,30.7,92,0,0,0,0,0,0,client_2
2987,L50166,L,300.6,309.8,1455,48.0,125,0,0,0,0,0,0,client_2
2303,L49482,L,299.2,308.5,1515,39.8,141,0,0,0,0,0,0,client_2
652,L47831,L,297.6,309.1,1503,38.9,157,0,0,0,0,0,0,client_2
7182,L54361,L,300.2,310.3,1331,52.1,30,0,0,0,0,0,0,client_2
4274,L51453,L,302.6,310.8,1486,36.4,160,0,0,0,0,0,0,client_2
4804,L51983,L,303.6,312.5,1710,31.4,180,0,0,0,0,0,0,client_2
5701,L52880,L,302.5,311.9,1497,41.6,123,0,0,0,0,0,0,client_2
3710,L50889,L,302.2,311.4,1754,26.9,33,0,0,0,0,0,0,client_2
533,L47712,L,297.5,309.4,1443,45.4,70,0,0,0,0,0,0,client_2
52,L47231,L,298.9,309.1,1383,54.9,145,0,0,0,0,0,0,client_2
2216,H31629,H,299.7,309.2,1468,49.6,132,0,0,0,0,0,0,client_2
8235,L55414,L,299.2,310.6,1534,39.7,83,0,0,0,0,0,0,client_2
135,L47314,L,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,client_2
2817,L49996,L,300.1,309.4,1434,47.3,127,0,0,0,0,0,0,client_2
3428,L50607,L,301.6,310.6,1562,34.4,162,0,0,0,0,0,0,client_2
7300,L54479,L,300.1,310.5,1492,50.9,111,0,0,0,0,0,0,client_2
6874,L54053,L,301.0,311.4,1478,39.5,75,0,0,0,0,0,0,client_2
6618,L53797,L,301.6,310.6,1321,60.8,73,0,0,0,0,0,0,client_2
8917,L56096,L,297.1,308.2,2267,15.7,181,0,0,0,0,0,0,client_2
8005,L55184,L,300.9,312.0,1533,44.0,162,0,0,0,0,0,0,client_2
1531,L48710,L,298.1,309.0,1497,40.5,58,0,0,0,0,0,0,client_2
5504,H34917,H,302.6,312.0,1657,29.3,37,0,0,0,0,0,0,client_2
9436,L56615,L,298.0,308.7,1443,49.3,52,0,0,0,0,0,0,client_2
7065,M21924,M,300.8,310.5,1696,29.7,162,0,0,0,0,0,0,client_2
4672,L51851,L,303.3,311.4,1511,43.4,65,0,0,0,0,0,0,client_2
612,L47791,L,298.1,310.0,1553,40.9,49,0,0,0,0,0,0,client_2
7490,M22349,M,300.2,311.6,1751,28.0,162,0,0,0,0,0,0,client_2
7514,L54693,L,300.4,311.8,2261,14.9,5,0,0,0,0,0,0,client_2
8383,L55562,L,298.9,310.0,1719,27.3,58,0,0,0,0,0,0,client_2
5388,L52567,L,302.8,312.2,1433,50.0,216,0,0,0,0,0,0,client_2
9532,L56711,L,299.2,310.5,1458,44.1,91,0,0,0,0,0,0,client_2
1053,L48232,L,296.7,307.7,1927,23.9,112,0,0,0,0,0,0,client_2
2026,L49205,L,298.7,308.5,1469,39.9,67,0,0,0,0,0,0,client_2
8077,L55256,L,300.3,311.8,1360,48.0,119,0,0,0,0,0,0,client_2
6834,L54013,L,301.1,311.1,1387,53.1,188,0,0,0,0,0,0,client_2
6616,L53795,L,301.7,310.6,1545,42.1,68,0,0,0,0,0,0,client_2
7113,L54292,L,300.9,310.4,1427,47.0,65,0,0,0,0,0,0,client_2
3240,L50419,L,301.0,309.5,1430,48.5,122,0,0,0,0,0,0,client_2
5467,M20326,M,302.9,312.3,1426,44.7,157,0,0,0,0,0,0,client_2
7062,L54241,L,300.6,310.4,1446,49.7,155,0,0,0,0,0,0,client_2
787,L47966,L,296.9,308.1,1741,28.8,60,0,0,0,0,0,0,client_2
5543,L52722,L,302.3,311.7,1400,41.6,136,0,0,0,0,0,0,client_2
528,M15387,M,297.6,309.6,1592,35.8,57,0,0,0,0,0,0,client_2
2390,L49569,L,299.2,308.5,1867,27.0,138,0,0,0,0,0,0,client_2
8619,L55798,L,297.7,308.7,1829,24.9,17,0,0,0,0,0,0,client_2
1325,M16184,M,298.8,310.1,1243,74.5,194,1,0,0,1,1,0,client_2
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,client_2
9677,L56856,L,299.0,310.1,1886,21.2,13,0,0,0,0,0,0,client_2
1093,M15952,M,296.9,307.6,1685,32.0,10,0,0,0,0,0,0,client_2
6590,M21449,M,301.6,310.6,1553,38.9,0,0,0,0,0,0,0,client_2
777,L47956,L,296.7,307.8,1468,39.2,35,0,0,0,0,0,0,client_2
6594,L53773,L,301.6,310.7,1679,29.5,10,0,0,0,0,0,0,client_2
2100,L49279,L,299.4,309.3,1596,31.8,40,0,0,0,0,0,0,client_2
8997,L56176,L,297.2,307.9,1540,37.1,164,0,0,0,0,0,0,client_2
7295,L54474,L,300.1,310.6,1809,24.3,97,0,0,0,0,0,0,client_2
2898,M17757,M,300.6,309.5,1530,40.2,93,0,0,0,0,0,0,client_2
5403,L52582,L,302.7,312.3,1421,48.5,0,0,0,0,0,0,0,client_2
9833,L57012,L,298.4,309.2,2118,17.7,210,0,0,0,0,0,0,client_2
3449,L50628,L,301.6,310.6,1478,36.6,218,0,0,0,0,0,0,client_2
504,M15363,M,297.6,309.2,1442,48.1,0,0,0,0,0,0,0,client_2
8670,M23529,M,297.5,308.8,1471,52.3,152,0,0,0,0,0,0,client_2
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,client_2
3127,L50306,L,300.0,309.4,1499,35.7,46,0,0,0,0,0,0,client_2
8126,L55305,L,300.2,311.4,1452,47.8,34,0,0,0,0,0,0,client_2
2252,H31665,H,299.1,308.3,1424,43.4,16,0,0,0,0,0,0,client_2
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,client_2
3126,L50305,L,300.1,309.4,1694,27.4,44,0,0,0,0,0,0,client_2
6526,L53705,L,301.1,310.4,1312,73.6,49,1,0,0,1,0,0,client_2
3116,L50295,L,299.9,309.2,1658,34.8,16,0,0,0,0,0,0,client_2
7314,L54493,L,299.9,310.4,1408,38.4,144,0,0,0,0,0,0,client_2
7397,L54576,L,299.7,310.6,1616,35.1,142,0,0,0,0,0,0,client_2
3566,M18425,M,301.8,310.7,1420,52.0,88,0,0,0,0,0,0,client_2
3231,L50410,L,300.6,309.4,1556,36.0,98,0,0,0,0,0,0,client_2
6191,L53370,L,300.9,310.9,1749,26.4,40,0,0,0,0,0,0,client_2
7900,L55079,L,300.9,312.4,1364,52.5,125,0,0,0,0,0,0,client_2
1107,L48286,L,296.7,307.6,1540,38.6,53,0,0,0,0,0,0,client_2
696,L47875,L,297.6,309.0,1487,45.4,64,0,0,0,0,0,0,client_2
170,L47349,L,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,client_2
2102,L49281,L,299.3,309.3,1528,37.8,45,0,0,0,0,0,0,client_2
455,L47634,L,297.4,308.7,1468,46.6,94,0,0,0,0,0,0,client_2
9244,L56423,L,298.3,308.8,1454,49.0,166,0,0,0,0,0,0,client_2
2231,L49410,L,299.5,308.7,1446,45.7,173,0,0,0,0,0,0,client_2
8080,L55259,L,300.2,311.5,1528,36.1,125,0,0,0,0,0,0,client_2
9031,M23890,M,297.5,308.4,1403,44.3,25,0,0,0,0,0,0,client_2
3411,L50590,L,301.2,310.3,1451,39.7,123,0,0,0,0,0,0,client_2
3864,L51043,L,302.5,311.4,1674,27.0,223,0,0,0,0,0,0,client_2
1463,L48642,L,298.9,310.2,1706,27.6,103,0,0,0,0,0,0,client_2
8447,L55626,L,298.5,309.9,1482,42.1,15,0,0,0,0,0,0,client_2
7355,M22214,M,299.7,310.3,1429,47.7,35,0,0,0,0,0,0,client_2
3578,M18437,M,301.6,310.4,1455,39.0,118,0,0,0,0,0,0,client_2
5636,L52815,L,302.6,312.1,1502,47.3,171,0,0,0,0,0,0,client_2
8777,L55956,L,297.5,308.6,1352,52.6,12,0,0,0,0,0,0,client_2
5225,L52404,L,303.9,313.2,1590,31.9,5,0,0,0,0,0,0,client_2
8424,L55603,L,299.0,310.4,1452,46.2,168,0,0,0,0,0,0,client_2
9372,L56551,L,297.7,308.4,1289,51.3,82,0,0,0,0,0,0,client_2
5390,L52569,L,302.8,312.3,1366,49.1,221,0,0,0,0,0,0,client_2
7439,L54618,L,299.9,311.3,1647,27.5,26,0,0,0,0,0,0,client_2
6984,M21843,M,300.7,311.0,1334,53.9,150,0,0,0,0,0,0,client_2
1713,L48892,L,298.3,307.9,1551,33.8,72,0,0,0,0,0,0,client_2
4336,L51515,L,301.7,309.9,1607,37.7,93,0,0,0,0,0,0,client_2
4651,L51830,L,303.3,311.4,1658,30.5,7,0,0,0,0,0,0,client_2
4315,H33728,H,301.4,310.1,1623,32.3,39,0,0,0,0,0,0,client_2
7781,L54960,L,300.4,311.6,1815,23.5,49,0,0,0,0,0,0,client_2
3894,L51073,L,302.3,311.2,1549,40.6,66,0,0,0,0,0,0,client_2
1988,M16847,M,298.2,307.8,1599,31.2,173,0,0,0,0,0,0,client_2
8578,L55757,L,297.6,308.3,1502,43.2,139,0,0,0,0,0,0,client_2
4562,L51741,L,302.9,310.8,1610,32.2,17,0,0,0,0,0,0,client_2
5953,L53132,L,300.7,310.8,1563,33.8,104,0,0,0,0,0,0,client_2
7343,M22202,M,299.7,310.3,1661,34.5,6,0,0,0,0,0,0,client_2
3226,L50405,L,300.6,309.4,1474,40.7,87,0,0,0,0,0,0,client_2
6762,L53941,L,301.5,310.9,1400,50.8,2,0,0,0,0,0,0,client_2
4592,H34005,H,302.9,311.2,2102,17.8,91,0,0,0,0,0,0,client_2
9865,M24724,M,298.9,309.9,1645,31.4,86,0,0,0,0,0,0,client_2
2248,M17107,M,299.2,308.4,1396,48.5,5,0,0,0,0,0,0,client_2
9747,L56926,L,298.8,310.0,1403,45.6,185,0,0,0,0,0,0,client_2
9502,L56681,L,299.3,310.3,1396,47.4,14,0,0,0,0,0,0,client_2
6128,L53307,L,300.9,310.9,1228,66.4,109,0,0,0,0,0,0,client_2
1320,L48499,L,299.0,310.3,1929,24.4,180,0,0,0,0,0,0,client_2
7917,L55096,L,300.8,312.1,1512,37.1,169,0,0,0,0,0,0,client_2
5136,L52315,L,304.1,313.3,1883,24.5,190,0,0,0,0,0,0,client_2
4383,L51562,L,301.8,309.5,1525,39.6,227,0,0,0,0,0,0,client_2
3646,L50825,L,302.2,311.5,1413,43.5,83,0,0,0,0,0,0,client_2
8405,L55584,L,298.4,309.5,1545,36.6,117,0,0,0,0,0,0,client_2
8572,L55751,L,297.9,308.6,2262,15.7,125,0,0,0,0,0,0,client_2
8714,L55893,L,297.2,308.6,1917,24.1,54,0,0,0,0,0,0,client_2
184,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,client_2
