UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,client_id
5306,H34719,H,303.9,313.2,1680,29.1,201,0,0,0,0,0,0,client_4
655,L47834,L,297.8,309.2,1683,30.9,163,0,0,0,0,0,0,client_4
8464,M23323,M,298.7,309.9,1411,45.1,51,0,0,0,0,0,0,client_4
2206,L49385,L,299.9,309.2,1624,34.6,105,0,0,0,0,0,0,client_4
4768,L51947,L,303.6,311.9,1473,50.1,84,0,0,0,0,0,0,client_4
5966,H35379,H,300.5,310.9,1447,46.5,137,0,0,0,0,0,0,client_4
4656,L51835,L,303.1,311.1,1854,22.6,19,0,0,0,0,0,0,client_4
3033,M17892,M,300.6,309.8,1447,42.9,12,0,0,0,0,0,0,client_4
1208,M16067,M,297.0,308.1,1573,34.9,93,0,0,0,0,0,0,client_4
5081,L52260,L,304.2,313.3,1410,51.6,47,0,0,0,0,0,0,client_4
497,M15356,M,297.5,309.2,1530,40.0,206,0,0,0,0,0,0,client_4
6148,M21007,M,301.1,311.1,2089,19.8,162,0,0,0,0,0,0,client_4
1861,L49040,L,297.8,307.6,1607,30.3,62,0,0,0,0,0,0,client_4
2549,M17408,M,299.3,309.2,1440,37.5,111,0,0,0,0,0,0,client_4
5423,M20282,M,302.7,312.4,1422,44.5,49,0,0,0,0,0,0,client_4
1246,M16105,M,297.1,308.4,1588,33.4,204,0,0,0,0,0,0,client_4
4143,L51322,L,301.7,310.1,1424,50.2,54,0,0,0,0,0,0,client_4
3136,L50315,L,300.4,309.8,1342,52.5,68,0,0,0,0,0,0,client_4
5029,M19888,M,303.9,313.2,1630,29.3,104,0,0,0,0,0,0,client_4
8822,H38235,H,297.4,308.7,1623,33.8,127,0,0,0,0,0,0,client_4
9844,L57023,L,298.3,309.2,1383,52.1,26,0,0,0,0,0,0,client_4
9080,H38493,H,297.3,308.1,1554,42.4,158,0,0,0,0,0,0,client_4
8426,L55605,L,299.2,310.6,1567,38.4,172,0,0,0,0,0,0,client_4
5015,L52194,L,303.8,313.0,1452,38.6,72,0,0,0,0,0,0,client_4
3016,L50195,L,300.5,309.7,1589,30.5,198,0,0,0,0,0,0,client_4
4019,M18878,M,302.0,310.8,1783,23.1,190,0,0,0,0,0,0,client_4
4168,M19027,M,302.3,310.7,1559,33.9,119,0,0,0,0,0,0,client_4
156,H29569,H,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,client_4
6784,L53963,L,301.3,310.8,1450,46.9,59,0,0,0,0,0,0,client_4
1492,M16351,M,298.1,308.9,1353,46.2,173,0,0,0,0,0,0,client_4
7844,M22703,M,300.1,311.7,1400,48.5,205,0,0,0,0,0,0,client_4
7219,H36632,H,299.9,309.8,1400,48.7,119,0,0,0,0,0,0,client_4
5172,M20031,M,304.2,313.4,1329,54.5,75,0,0,0,0,0,0,client_4
1513,H30926,H,298.0,308.7,1503,36.3,5,0,0,0,0,0,0,client_4
5056,H34469,H,303.8,312.9,1378,45.6,184,0,0,0,0,0,0,client_4
7798,L54977,L,300.0,311.4,1476,39.0,92,0,0,0,0,0,0,client_4
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,client_4
2264,M17123,M,299.2,308.4,1529,43.0,50,0,0,0,0,0,0,client_4
6822,M21681,M,300.8,310.6,1545,37.5,155,0,0,0,0,0,0,client_4
6660,L53839,L,301.3,310.3,1626,31.3,180,0,0,0,0,0,0,client_4
6769,H36182,H,301.3,310.8,1434,39.5,18,0,0,0,0,0,0,client_4
7771,L54950,L,300.3,311.5,1548,32.2,25,0,0,0,0,0,0,client_4
6095,M20954,M,300.9,310.8,1402,48.1,22,0,0,0,0,0,0,client_4
6049,M20908,M,300.9,311.0,1556,38.8,127,0,0,0,0,0,0,client_4
1081,L48260,L,297.0,307.8,1774,28.0,188,0,0,0,0,0,0,client_4
544,H29957,H,297.5,309.3,1563,36.1,100,0,0,0,0,0,0,client_4
4263,L51442,L,302.6,311.0,2001,20.7,137,0,0,0,0,0,0,client_4
3349,M18208,M,301.3,310.7,1532,40.7,178,0,0,0,0,0,0,client_4
5334,M20193,M,303.5,312.6,1405,51.6,62,0,0,0,0,0,0,client_4
963,M15822,M,295.8,306.6,1480,43.2,92,0,0,0,0,0,0,client_4
9684,M24543,M,299.0,310.0,1338,56.4,29,0,0,0,0,0,0,client_4
3968,M18827,M,302.3,311.4,1479,45.6,59,0,0,0,0,0,0,client_4
9679,M24538,M,299.1,310.2,1711,28.1,17,0,0,0,0,0,0,client_4
9356,L56535,L,298.3,308.9,1708,28.0,42,0,0,0,0,0,0,client_4
896,M15755,M,295.6,306.2,1435,51.6,126,0,0,0,0,0,0,client_4
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,client_4
850,H30263,H,296.4,307.4,1586,35.5,0,0,0,0,0,0,0,client_4
2539,L49718,L,299.1,308.8,1429,50.1,84,0,0,0,0,0,0,client_4
5553,H34966,H,302.5,312.0,1579,35.7,167,0,0,0,0,0,0,client_4
5330,L52509,L,303.7,313.0,1456,45.5,51,0,0,0,0,0,0,client_4
5269,L52448,L,303.4,312.9,1389,54.1,109,0,0,0,0,0,0,client_4
1025,L48204,L,296.2,307.3,1711,29.9,42,0,0,0,0,0,0,client_4
7268,L54447,L,300.5,310.5,1695,26.7,28,0,0,0,0,0,0,client_4
9276,L56455,L,298.2,308.7,1605,29.4,47,0,0,0,0,0,0,client_4
7930,M22789,M,300.6,311.6,1669,29.2,200,0,0,0,0,0,0,client_4
2449,L49628,L,299.4,308.9,1440,42.5,87,0,0,0,0,0,0,client_4
23,M14882,M,298.9,309.3,1581,30.7,65,0,0,0,0,0,0,client_4
4906,L52085,L,303.6,312.4,1363,53.1,7,0,0,0,0,0,0,client_4
3694,L50873,L,302.1,311.3,1521,31.5,202,0,0,0,0,0,0,client_4
2868,H32281,H,300.7,309.6,1390,48.5,7,0,0,0,0,0,0,client_4
3079,M17938,M,300.1,309.4,1349,56.2,127,0,0,0,0,0,0,client_4
488,M15347,M,297.4,309.1,1463,35.0,183,0,0,0,0,0,0,client_4
7880,M22739,M,300.8,312.3,1535,40.3,71,0,0,0,0,0,0,client_4
1998,L49177,L,298.3,308.1,1672,41.3,0,0,0,0,0,0,0,client_4
5051,H34464,H,304.0,313.0,1701,30.4,171,0,0,0,0,0,0,client_4
8242,M23101,M,298.9,310.2,2099,20.0,98,0,0,0,0,0,0,client_4
3096,M17955,M,299.9,309.2,1574,36.5,177,0,0,0,0,0,0,client_4
5719,L52898,L,302.4,312.0,1621,32.5,169,0,0,0,0,0,0,client_4
869,M15728,M,295.8,306.5,1514,37.7,60,0,0,0,0,0,0,client_4
5614,M20473,M,303.0,312.3,1483,38.8,114,0,0,0,0,0,0,client_4
7492,L54671,L,300.4,311.8,1320,57.9,168,0,0,0,0,0,0,client_4
3589,M18448,M,301.7,310.6,1505,44.5,146,0,0,0,0,0,0,client_4
8992,M23851,M,297.3,308.0,1598,29.4,148,0,0,0,0,0,0,client_4
6245,M21104,M,301.0,310.4,1665,30.9,177,0,0,0,0,0,0,client_4
7850,M22709,M,300.3,311.7,1374,47.9,222,1,1,0,0,0,0,client_4
511,L47690,L,297.5,309.3,1564,37.5,20,0,0,0,0,0,0,client_4
2886,M17745,M,300.5,309.5,1320,49.9,59,0,0,0,0,0,0,client_4
1626,L48805,L,297.9,307.8,1365,46.9,73,0,0,0,0,0,0,client_4
4552,M19411,M,302.6,310.5,1524,33.7,204,0,0,0,0,0,0,client_4
5767,M20626,M,301.7,311.2,1413,42.6,79,0,0,0,0,0,0,client_4
3560,M18419,M,301.7,310.7,1659,29.9,73,0,0,0,0,0,0,client_4
6079,L53258,L,300.8,310.7,1339,59.1,203,1,0,0,0,1,0,client_4
4981,M19840,M,303.7,312.8,1685,31.8,203,0,0,0,0,0,0,client_4
1871,L49050,L,298.3,308.0,1486,42.3,86,0,0,0,0,0,0,client_4
2942,M17801,M,300.7,309.6,1996,19.8,203,1,1,0,0,0,0,client_4
5020,M19879,M,304.0,313.1,1466,39.5,83,0,0,0,0,0,0,client_4
782,L47961,L,296.8,308.0,1675,29.7,46,0,0,0,0,0,0,client_4
6190,M21049,M,301.0,310.9,1910,21.9,37,0,0,0,0,0,0,client_4
5443,L52622,L,303.1,312.7,1353,51.8,97,0,0,0,0,0,0,client_4
1993,L49172,L,298.2,307.8,1375,46.6,188,0,0,0,0,0,0,client_4
3967,L51146,L,302.3,311.5,1530,37.8,57,0,0,0,0,0,0,client_4
132,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,client_4
7349,H36762,H,299.7,310.3,1462,40.4,19,0,0,0,0,0,0,client_4
9332,L56511,L,298.4,308.9,1496,37.9,194,0,0,0,0,0,0,client_4
4593,L51772,L,302.9,311.1,1555,33.9,96,0,0,0,0,0,0,client_4
8366,M23225,M,298.8,309.8,1551,36.6,15,0,0,0,0,0,0,client_4
3692,L50871,L,302.1,311.2,1460,46.9,198,0,0,0,0,0,0,client_4
2775,L49954,L,300.1,309.4,1559,39.7,24,0,0,0,0,0,0,client_4
8564,L55743,L,298.0,308.9,1500,36.7,104,0,0,0,0,0,0,client_4
5546,H34959,H,302.2,311.6,1357,44.2,142,0,0,0,0,0,0,client_4
4937,L52116,L,303.5,312.4,1284,70.6,94,1,0,0,1,0,0,client_4
7576,L54755,L,300.4,311.2,1471,46.5,164,0,0,0,0,0,0,client_4
7565,M22424,M,300.3,311.2,1381,65.2,136,1,0,0,1,0,0,client_4
4692,L51871,L,303.5,311.5,1535,33.3,120,0,0,0,0,0,0,client_4
5722,M20581,M,302.3,311.8,1443,43.4,175,0,0,0,0,0,0,client_4
6857,M21716,M,301.1,311.3,1836,22.8,31,0,0,0,0,0,0,client_4
1704,M16563,M,298.1,307.8,1636,36.7,51,0,0,0,0,0,0,client_4
6945,M21804,M,300.7,311.3,1487,39.8,50,0,0,0,0,0,0,client_4
6127,L53306,L,300.9,310.9,1370,52.5,107,0,0,0,0,0,0,client_4
8980,M23839,M,296.9,307.5,1332,51.1,121,0,0,0,0,0,0,client_4
4403,H33816,H,302.3,310.2,1506,33.8,43,0,0,0,0,0,0,client_4
4979,L52158,L,303.6,312.7,1429,47.7,198,0,0,0,0,0,0,client_4
6110,M20969,M,300.8,310.9,1514,38.7,66,0,0,0,0,0,0,client_4
520,M15379,M,297.7,309.5,2027,19.8,39,0,0,0,0,0,0,client_4
5937,M20796,M,300.5,310.4,1548,37.3,65,0,0,0,0,0,0,client_4
3377,M18236,M,301.5,310.8,1385,47.5,30,0,0,0,0,0,0,client_4
5660,M20519,M,302.3,311.5,1674,30.0,12,0,0,0,0,0,0,client_4
8994,M23853,M,297.2,307.9,1632,37.5,156,0,0,0,0,0,0,client_4
3709,L50888,L,302.1,311.4,1549,44.6,31,0,0,0,0,0,0,client_4
9582,L56761,L,299.4,310.6,1418,53.1,10,0,0,0,0,0,0,client_4
1722,L48901,L,298.2,307.7,1688,32.4,91,0,0,0,0,0,0,client_4
5619,M20478,M,303.0,312.4,1645,29.6,129,0,0,0,0,0,0,client_4
8512,L55691,L,298.4,309.7,1457,44.2,175,0,0,0,0,0,0,client_4
9543,L56722,L,299.6,310.9,1716,28.5,117,0,0,0,0,0,0,client_4
7022,H36435,H,300.7,310.6,1631,32.6,43,0,0,0,0,0,0,client_4
7557,L54736,L,300.3,311.4,1471,37.0,114,0,0,0,0,0,0,client_4
2050,M16909,M,299.3,309.2,1586,37.9,129,0,0,0,0,0,0,client_4
7941,M22800,M,300.7,311.7,1532,40.0,0,0,0,0,0,0,0,client_4
1448,M16307,M,299.0,310.3,1662,33.6,67,0,0,0,0,0,0,client_4
4335,L51514,L,301.6,309.8,1472,42.5,91,0,0,0,0,0,0,client_4
9842,M24701,M,298.3,309.2,1359,51.4,21,0,0,0,0,0,0,client_4
2695,M17554,M,300.1,309.6,1625,38.0,46,0,0,0,0,0,0,client_4
4891,L52070,L,303.7,312.4,1525,43.9,188,0,0,0,0,0,0,client_4
3199,M18058,M,300.0,309.1,1463,45.7,11,0,0,0,0,0,0,client_4
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,client_4
701,M15560,M,297.6,308.8,1683,31.6,79,0,0,0,0,0,0,client_4
711,M15570,M,297.5,308.7,1697,28.1,107,0,0,0,0,0,0,client_4
1369,H30782,H,298.8,310.3,1708,27.1,78,0,0,0,0,0,0,client_4
9387,M24246,M,297.5,308.0,2033,16.7,128,0,0,0,0,0,0,client_4
3437,L50616,L,301.5,310.5,1466,48.1,189,0,0,0,0,0,0,client_4
83,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,client_4
902,H30315,H,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,client_4
4870,L52049,L,303.7,312.4,1718,26.5,130,0,0,0,0,0,0,client_4
5922,L53101,L,300.5,310.3,1336,57.1,29,0,0,0,0,0,0,client_4
8335,M23194,M,298.8,309.7,1459,47.3,141,0,0,0,0,0,0,client_4
7631,L54810,L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0,client_4
6816,L53995,L,300.9,310.7,1427,44.1,141,0,0,0,0,0,0,client_4
5737,M20596,M,302.4,311.9,1439,36.6,212,0,0,0,0,0,0,client_4
2660,H32073,H,299.8,309.3,1595,32.1,183,0,0,0,0,0,0,client_4
2802,M17661,M,300.2,309.5,1642,28.8,92,0,0,0,0,0,0,client_4
9112,L56291,L,297.6,308.6,1351,51.0,37,0,0,0,0,0,0,client_4
1918,M16777,M,298.1,307.9,1463,47.3,206,0,0,0,0,0,0,client_4
6491,L53670,L,300.7,309.9,1383,44.5,176,0,0,0,0,0,0,client_4
1157,H30570,H,297.0,307.8,1404,40.7,184,0,0,0,0,0,0,client_4
8473,L55652,L,298.5,309.7,1634,37.8,78,0,0,0,0,0,0,client_4
4867,L52046,L,303.6,312.4,1781,28.7,124,0,0,0,0,0,0,client_4
6492,L53671,L,300.8,310.0,1468,52.7,178,0,0,0,0,0,0,client_4
8128,M22987,M,300.1,311.3,1650,33.8,38,0,0,0,0,0,0,client_4
9158,L56337,L,297.5,308.5,1462,52.3,148,0,0,0,0,0,0,client_4
2589,L49768,L,299.0,308.7,1706,28.6,206,0,0,0,0,0,0,client_4
6403,M21262,M,300.1,309.6,1584,36.7,165,0,0,0,0,0,0,client_4
6658,L53837,L,301.4,310.3,1374,47.6,176,0,0,0,0,0,0,client_4
2763,L49942,L,299.8,309.2,1479,44.4,214,0,0,0,0,0,0,client_4
8939,M23798,M,297.4,308.4,1517,41.0,18,0,0,0,0,0,0,client_4
7848,L55027,L,300.2,311.6,1322,50.9,215,0,0,0,0,0,0,client_4
7522,M22381,M,300.2,311.6,1467,40.7,23,0,0,0,0,0,0,client_4
6559,M21418,M,301.5,310.6,1447,41.9,140,0,0,0,0,0,0,client_4
9682,M24541,M,299.1,310.1,1412,44.4,24,0,0,0,0,0,0,client_4
6449,H35862,H,300.7,310.2,1877,24.8,64,0,0,0,0,0,0,client_4
3740,M18599,M,302.2,311.2,1663,29.6,115,0,0,0,0,0,0,client_4
5125,M19984,M,304.2,313.5,1557,37.3,164,0,0,0,0,0,0,client_4
2097,M16956,M,299.5,309.4,1387,56.2,32,0,0,0,0,0,0,client_4
2864,L50043,L,300.6,309.4,1471,44.1,244,0,0,0,0,0,0,client_4
9201,M24060,M,297.9,308.8,1602,32.1,59,0,0,0,0,0,0,client_4
7829,M22688,M,299.8,311.1,1562,35.7,170,0,0,0,0,0,0,client_4
4619,M19478,M,303.0,311.3,1335,53.6,164,1,0,1,0,0,0,client_4
4288,M19147,M,301.7,309.9,1457,39.2,192,0,0,0,0,0,0,client_4
7133,L54312,L,300.5,309.9,1423,47.9,114,0,0,0,0,0,0,client_4
4026,H33439,H,302.1,311.0,1729,26.1,210,0,0,0,0,0,0,client_4
5565,L52744,L,302.4,311.8,1416,46.1,202,0,0,0,0,0,0,client_4
8115,H37528,H,300.4,311.8,2496,13.5,5,0,0,0,0,0,0,client_4
2596,M17455,M,298.8,308.6,1486,41.1,13,0,0,0,0,0,0,client_4
955,H30368,H,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,client_4
6374,H35787,H,300.0,309.5,1735,28.9,82,0,0,0,0,0,0,client_4
1658,M16517,M,298.1,308.0,1374,48.8,156,0,0,0,0,0,0,client_4
1965,M16824,M,297.8,307.5,1405,46.9,113,0,0,0,0,0,0,client_4
891,L48070,L,295.6,306.0,1370,52.4,115,0,0,0,0,0,0,client_4
9817,M24676,M,298.5,309.2,1721,29.4,170,0,0,0,0,0,0,client_4
4935,L52114,L,303.4,312.2,1580,35.8,90,0,0,0,0,0,0,client_4
1341,L48520,L,298.6,310.2,1569,36.3,10,0,0,0,0,0,0,client_4
2003,L49182,L,298.5,308.2,1654,27.1,13,0,0,0,0,0,0,client_4
9542,M24401,M,299.5,310.8,1754,31.3,114,0,0,0,0,0,0,client_4
6208,L53387,L,300.7,310.6,1447,40.7,82,0,0,0,0,0,0,client_4
3830,H33243,H,302.3,310.9,1366,48.4,130,1,0,1,0,0,0,client_4
7196,M22055,M,300.1,310.1,1443,49.3,61,0,0,0,0,0,0,client_4
882,L48061,L,295.7,306.2,1464,46.2,92,0,0,0,0,0,0,client_4
9053,M23912,M,297.4,308.6,1901,22.1,81,0,0,0,0,0,0,client_4
8494,M23353,M,298.3,309.5,1560,36.9,131,0,0,0,0,0,0,client_4
2656,M17515,M,299.8,309.4,1751,27.0,173,0,0,0,0,0,0,client_4
1634,L48813,L,297.9,307.9,1476,45.2,91,0,0,0,0,0,0,client_4
9564,M24423,M,299.8,311.1,1763,25.5,171,0,0,0,0,0,0,client_4
7053,H36466,H,300.6,310.4,1510,42.8,124,0,0,0,0,0,0,client_4
4806,L51985,L,303.6,312.6,1606,33.6,184,0,0,0,0,0,0,client_4
8835,L56014,L,297.4,308.8,1473,46.2,167,0,0,0,0,0,0,client_4
3550,M18409,M,301.8,310.9,1299,60.4,48,0,0,0,0,0,0,client_4
1933,M16792,M,298.1,308.0,1686,29.3,35,0,0,0,0,0,0,client_4
2005,L49184,L,298.5,308.2,1451,47.5,18,0,0,0,0,0,0,client_4
6573,L53752,L,301.4,310.7,1428,53.7,176,0,0,0,0,0,0,client_4
1662,M16521,M,298.2,308.0,1411,47.2,168,0,0,0,0,0,0,client_4
6878,M21737,M,300.8,311.2,1488,40.1,87,0,0,0,0,0,0,client_4
7242,M22101,M,299.9,310.0,1484,42.1,182,0,0,0,0,0,0,client_4
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,client_4
8145,M23004,M,299.7,311.0,1506,42.7,85,0,0,0,0,0,0,client_4
4895,H34308,H,303.8,312.5,1447,46.6,198,0,0,0,0,0,0,client_4
572,M15431,M,297.8,309.8,1676,29.0,178,0,0,0,0,0,0,client_4
7335,L54514,L,299.8,310.4,1694,30.3,204,0,0,0,0,0,0,client_4
4137,L51316,L,301.7,310.1,1487,48.0,36,0,0,0,0,0,0,client_4
7503,H36916,H,300.3,311.7,1655,29.9,193,0,0,0,0,0,0,client_4
8886,M23745,M,298.0,309.2,1438,42.9,101,0,0,0,0,0,0,client_4
6957,M21816,M,300.8,311.2,1434,39.1,82,0,0,0,0,0,0,client_4
9306,H38719,H,298.3,309.1,1646,30.2,125,0,0,0,0,0,0,client_4
6860,M21719,M,301.1,311.3,1909,22.7,38,0,0,0,0,0,0,client_4
4456,H33869,H,302.4,310.1,1597,28.9,179,0,0,0,0,0,0,client_4
708,L47887,L,297.7,308.9,1838,27.3,99,0,0,0,0,0,0,client_4
1793,M16652,M,298.1,307.7,1445,48.0,73,0,0,0,0,0,0,client_4
4254,M19113,M,302.6,311.0,1329,48.6,111,1,0,1,0,0,0,client_4
8546,L55725,L,298.4,309.3,1806,27.6,64,0,0,0,0,0,0,client_4
3846,L51025,L,302.3,311.0,1591,32.7,171,0,0,0,0,0,0,client_4
7358,L54537,L,299.6,310.1,1487,42.9,42,0,0,0,0,0,0,client_4
9605,H39018,H,299.0,310.2,1637,38.0,68,0,0,0,0,0,0,client_4
3924,M18783,M,302.6,311.4,1718,31.2,154,0,0,0,0,0,0,client_4
6369,M21228,M,300.0,309.6,1423,48.7,67,0,0,0,0,0,0,client_4
5236,M20095,M,303.7,312.9,1511,41.0,33,0,0,0,0,0,0,client_4
8043,L55222,L,300.8,311.9,1486,45.1,30,0,0,0,0,0,0,client_4
9948,M24807,M,298.2,307.9,1529,36.6,105,0,0,0,0,0,0,client_4
868,H30281,H,295.9,306.5,1594,33.2,55,0,0,0,0,0,0,client_4
7828,M22687,M,299.8,311.1,1452,44.3,167,0,0,0,0,0,0,client_4
4604,H34017,H,302.9,311.0,1452,58.3,123,0,0,0,0,0,0,client_4
6557,L53736,L,301.5,310.7,1686,27.9,135,0,0,0,0,0,0,client_4
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,client_4
8552,M23411,M,298.2,309.1,1457,49.0,77,0,0,0,0,0,0,client_4
6106,M20965,M,300.8,310.9,1522,46.2,56,0,0,0,0,0,0,client_4
7581,L54760,L,300.4,311.3,1495,51.2,175,0,0,0,0,0,0,client_4
173,M15032,M,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,client_4
3157,L50336,L,300.4,309.7,1467,36.9,131,0,0,0,0,0,0,client_4
4094,M18953,M,302.0,310.5,1573,32.1,143,0,0,0,0,0,0,client_4
1124,H30537,H,296.6,307.7,1386,62.3,100,1,0,0,1,0,0,client_4
1323,H30736,H,298.9,310.1,1452,49.9,187,0,0,0,0,0,0,client_4
873,M15732,M,295.8,306.4,1335,51.7,69,0,0,0,0,0,0,client_4
8306,H37719,H,298.8,310.1,1380,44.0,56,0,0,0,0,0,0,client_4
5684,M20543,M,302.2,311.6,1592,37.7,79,0,0,0,0,0,0,client_4
5560,M20419,M,302.5,312.0,1451,43.2,189,0,0,0,0,0,0,client_4
3111,H32524,H,299.9,309.2,1525,33.2,0,0,0,0,0,0,0,client_4
3845,L51024,L,302.4,311.1,1484,45.9,169,0,0,0,0,0,0,client_4
1587,M16446,M,298.3,308.4,1486,44.2,196,0,0,0,0,0,0,client_4
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,client_4
7911,M22770,M,300.8,312.2,1664,25.7,150,0,0,0,0,0,0,client_4
6197,L53376,L,300.9,310.8,1701,30.4,55,0,0,0,0,0,0,client_4
1378,L48557,L,298.8,310.2,1461,46.7,105,0,0,0,0,0,0,client_4
9416,M24275,M,298.2,308.7,1361,44.2,0,0,0,0,0,0,0,client_4
7425,M22284,M,300.1,311.4,1575,29.8,210,0,0,0,0,0,0,client_4
7957,H37370,H,300.9,311.9,1513,38.0,38,0,0,0,0,0,0,client_4
3942,L51121,L,302.2,311.4,1987,19.9,200,0,0,0,0,0,0,client_4
6999,M21858,M,300.6,310.7,1388,42.9,190,0,0,0,0,0,0,client_4
6759,L53938,L,301.7,311.1,1644,32.8,206,0,0,0,0,0,0,client_4
801,M15660,M,297.0,307.9,1882,24.2,97,0,0,0,0,0,0,client_4
4871,M19730,M,303.7,312.4,1631,28.5,132,0,0,0,0,0,0,client_4
1597,L48776,L,298.0,308.1,1877,24.3,0,0,0,0,0,0,0,client_4
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,client_4
3553,M18412,M,301.8,310.9,1358,52.3,56,0,0,0,0,0,0,client_4
1026,L48205,L,296.2,307.3,1475,37.0,44,0,0,0,0,0,0,client_4
9550,M24409,M,299.6,311.1,1649,33.8,133,0,0,0,0,0,0,client_4
7997,M22856,M,301.0,312.2,1499,41.5,140,0,0,0,0,0,0,client_4
4763,M19622,M,303.7,312.0,2663,11.4,71,1,0,0,1,0,0,client_4
4542,L51721,L,302.5,310.4,1427,46.8,179,0,0,0,0,0,0,client_4
5232,L52411,L,303.8,313.1,1458,42.2,25,0,0,0,0,0,0,client_4
6635,L53814,L,301.5,310.5,1396,44.5,117,0,0,0,0,0,0,client_4
7835,L55014,L,300.0,311.4,1483,45.6,187,0,0,0,0,0,0,client_4
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,client_4
9423,L56602,L,298.1,308.5,1665,29.6,20,0,0,0,0,0,0,client_4
3626,M18485,M,302.1,311.4,1467,43.4,33,0,0,0,0,0,0,client_4
