UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,client_id
9793,H39206,H,298.5,309.4,1573,36.0,97,0,0,0,0,0,0,client_5
6917,M21776,M,300.9,311.3,1603,31.8,190,0,0,0,0,0,0,client_5
9169,H38582,H,297.6,308.8,1385,44.4,181,0,0,0,0,0,0,client_5
124,L47303,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,client_5
4898,H34311,H,303.8,312.5,1525,38.0,209,0,0,0,0,0,0,client_5
1293,M16152,M,298.7,309.7,1868,23.8,118,0,0,0,0,0,0,client_5
5074,M19933,M,304.0,313.0,1454,46.8,30,0,0,0,0,0,0,client_5
3872,M18731,M,302.7,311.8,1728,30.0,12,0,0,0,0,0,0,client_5
8831,H38244,H,297.3,308.7,1430,42.8,153,0,0,0,0,0,0,client_5
9109,M23968,M,297.5,308.6,1440,38.8,29,0,0,0,0,0,0,client_5
2854,M17713,M,300.5,309.3,1539,39.1,216,0,0,0,0,0,0,client_5
7024,M21883,M,300.7,310.6,1572,38.5,50,0,0,0,0,0,0,client_5
645,H30058,H,297.7,309.4,1608,30.2,135,0,0,0,0,0,0,client_5
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,client_5
9792,M24651,M,298.5,309.4,1521,37.5,94,0,0,0,0,0,0,client_5
2109,H31522,H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0,client_5
575,M15434,M,297.9,310.0,1439,41.7,185,0,0,0,0,0,0,client_5
5080,M19939,M,304.2,313.4,1411,54.8,44,0,0,0,0,0,0,client_5
1930,M16789,M,298.0,307.8,1483,50.9,26,0,0,0,0,0,0,client_5
3065,M17924,M,300.1,309.1,1731,30.4,92,0,0,0,0,0,0,client_5
2488,H31901,H,298.9,308.6,1623,31.0,180,0,0,0,0,0,0,client_5
8020,L55199,L,301.0,312.1,1675,30.7,200,0,0,0,0,0,0,client_5
5981,M20840,M,300.6,310.7,1654,32.0,180,0,0,0,0,0,0,client_5
2266,M17125,M,299.2,308.4,1330,51.2,56,0,0,0,0,0,0,client_5
8044,L55223,L,300.7,311.9,1486,35.8,32,0,0,0,0,0,0,client_5
1826,M16685,M,298.0,307.5,1784,27.8,163,0,0,0,0,0,0,client_5
4277,M19136,M,302.2,310.4,1456,47.5,167,0,0,0,0,0,0,client_5
8575,L55754,L,297.6,308.3,1424,53.9,132,0,0,0,0,0,0,client_5
3258,L50437,L,301.2,309.9,1984,19.7,169,0,0,0,0,0,0,client_5
9790,L56969,L,298.6,309.6,1715,28.4,90,0,0,0,0,0,0,client_5
4999,M19858,M,303.6,312.8,1825,25.2,29,0,0,0,0,0,0,client_5
9573,M24432,M,299.7,310.8,1405,47.6,192,0,0,0,0,0,0,client_5
7680,L54859,L,300.7,311.7,1635,32.4,213,0,0,0,0,0,0,client_5
1904,L49083,L,297.9,307.6,1968,20.4,171,0,0,0,0,0,0,client_5
9589,H39002,H,299.3,310.4,1510,45.5,27,0,0,0,0,0,0,client_5
1990,L49169,L,298.2,307.9,1785,23.4,181,0,0,0,0,0,0,client_5
4378,M19237,M,301.8,309.6,1436,49.0,214,0,0,0,0,0,0,client_5
9429,H38842,H,298.2,308.8,1837,28.4,34,0,0,0,0,0,0,client_5
9922,M24781,M,298.5,308.7,1347,48.5,33,0,0,0,0,0,0,client_5
7384,M22243,M,299.7,310.4,1410,44.5,105,0,0,0,0,0,0,client_5
8566,L55745,L,298.0,308.8,1489,36.5,109,0,0,0,0,0,0,client_5
9735,H39148,H,298.9,310.1,1458,44.3,156,0,0,0,0,0,0,client_5
7197,H36610,H,300.1,310.1,1426,42.7,64,0,0,0,0,0,0,client_5
8042,H37455,H,300.8,311.9,1431,48.5,25,0,0,0,0,0,0,client_5
944,M15803,M,295.6,306.2,1477,45.0,40,0,0,0,0,0,0,client_5
3908,M18767,M,302.3,311.2,1842,23.9,111,0,0,0,0,0,0,client_5
1742,M16601,M,298.5,308.0,1363,49.2,149,0,0,0,0,0,0,client_5
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,client_5
6332,H35745,H,300.5,310.0,1495,47.4,184,0,0,0,0,0,0,client_5
8521,M23380,M,298.3,309.5,1543,49.9,199,0,0,0,0,0,0,client_5
3960,M18819,M,302.2,311.4,1538,37.4,37,0,0,0,0,0,0,client_5
7275,M22134,M,300.2,310.3,1478,38.1,45,0,0,0,0,0,0,client_5
7812,M22671,M,300.0,311.4,1466,39.0,125,0,0,0,0,0,0,client_5
2497,M17356,M,299.2,308.9,1573,37.4,212,0,0,0,0,0,0,client_5
2387,L49566,L,299.1,308.4,1543,37.9,130,0,0,0,0,0,0,client_5
5671,L52850,L,302.2,311.5,1424,45.2,39,0,0,0,0,0,0,client_5
4096,H33509,H,302.0,310.5,1459,43.2,148,0,0,0,0,0,0,client_5
2262,M17121,M,299.1,308.2,1435,45.2,45,0,0,0,0,0,0,client_5
7758,M22617,M,300.3,311.7,1723,28.3,193,0,0,0,0,0,0,client_5
1048,M15907,M,296.6,307.7,1474,52.6,101,0,0,0,0,0,0,client_5
5451,H34864,H,303.1,312.8,1435,41.9,115,0,0,0,0,0,0,client_5
6388,M21247,M,300.2,309.8,1487,39.2,122,0,0,0,0,0,0,client_5
9475,M24334,M,298.7,309.6,1455,46.8,162,0,0,0,0,0,0,client_5
7284,M22143,M,300.0,310.2,1443,58.7,68,0,0,0,0,0,0,client_5
6747,M21606,M,301.7,311.1,1578,40.5,174,0,0,0,0,0,0,client_5
8300,L55479,L,298.7,310.0,1637,31.8,42,0,0,0,0,0,0,client_5
1701,M16560,M,298.0,307.6,1844,23.8,44,0,0,0,0,0,0,client_5
5622,M20481,M,302.9,312.2,1292,54.4,136,0,0,0,0,0,0,client_5
9837,M24696,M,298.4,309.3,1390,53.6,5,0,0,0,0,0,0,client_5
4599,L51778,L,303.1,311.2,1399,49.2,111,0,0,0,0,0,0,client_5
6985,M21844,M,300.7,311.0,1706,25.0,153,0,0,0,0,0,0,client_5
3129,M17988,M,300.1,309.5,1462,42.8,50,0,0,0,0,0,0,client_5
9069,H38482,H,297.1,308.2,1790,30.3,128,0,0,0,0,0,0,client_5
7543,M22402,M,300.4,311.6,1401,49.9,79,0,0,0,0,0,0,client_5
5584,L52763,L,302.5,312.0,1673,29.9,42,0,0,0,0,0,0,client_5
87,H29500,H,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,client_5
5307,H34720,H,304.0,313.2,1612,31.7,206,0,0,0,0,0,0,client_5
8584,L55763,L,297.4,308.0,1423,38.0,154,0,0,0,0,0,0,client_5
6077,L53256,L,301.0,310.9,1492,36.7,199,0,0,0,0,0,0,client_5
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,client_5
5031,M19890,M,303.9,313.1,1437,48.3,110,0,0,0,0,0,0,client_5
2290,L49469,L,299.4,308.7,1504,37.8,112,0,0,0,0,0,0,client_5
8941,H38354,H,297.3,308.3,1935,19.3,24,0,0,0,0,0,0,client_5
9341,H38754,H,298.4,308.9,1577,37.1,0,0,0,0,0,0,0,client_5
9118,M23977,M,297.6,308.7,1475,46.6,54,0,0,0,0,0,0,client_5
9730,L56909,L,298.7,309.8,1695,29.0,145,0,0,0,0,0,0,client_5
3776,H33189,H,302.5,311.1,1850,23.3,203,0,0,0,0,0,0,client_5
2171,M17030,M,299.4,309.1,1500,43.3,10,0,0,0,0,0,0,client_5
9076,L56255,L,297.3,308.1,1506,36.0,150,0,0,0,0,0,0,client_5
6011,H35424,H,300.7,310.7,1428,43.4,26,0,0,0,0,0,0,client_5
2949,L50128,L,300.7,309.5,1850,24.5,19,0,0,0,0,0,0,client_5
3764,L50943,L,302.3,311.0,1428,47.9,174,0,0,0,0,0,0,client_5
589,L47768,L,297.6,309.4,1628,33.4,229,0,0,0,0,0,0,client_5
9862,M24721,M,298.7,309.6,1800,24.8,78,0,0,0,0,0,0,client_5
7388,H36801,H,299.8,310.6,1423,44.6,116,0,0,0,0,0,0,client_5
6896,M21755,M,301.0,311.6,1357,45.6,137,0,0,0,0,0,0,client_5
1354,M16213,M,298.6,310.1,1444,48.1,39,0,0,0,0,0,0,client_5
4949,M19808,M,303.8,312.7,1500,41.7,125,0,0,0,0,0,0,client_5
7989,L55168,L,301.1,312.3,1486,34.9,122,0,0,0,0,0,0,client_5
4131,L51310,L,301.9,310.4,1286,62.8,22,1,0,1,0,0,0,client_5
1322,L48501,L,298.9,310.2,1362,53.0,185,0,0,0,0,0,0,client_5
7233,M22092,M,299.9,309.9,1639,42.1,159,0,0,0,0,0,0,client_5
1889,M16748,M,297.8,307.4,1902,24.3,129,0,0,0,0,0,0,client_5
9556,H38969,H,299.4,310.8,1585,31.4,149,0,0,0,0,0,0,client_5
2128,H31541,H,299.3,309.0,1425,40.6,123,0,0,0,0,0,0,client_5
4054,M18913,M,301.9,310.9,2305,16.1,42,0,0,0,0,0,0,client_5
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,client_5
9014,H38427,H,297.2,308.0,1435,43.0,202,0,0,0,0,0,0,client_5
9311,L56490,L,298.4,309.3,1549,40.8,139,0,0,0,0,0,0,client_5
8760,M23619,M,297.5,308.7,1352,53.0,171,0,0,0,0,0,0,client_5
1300,M16159,M,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,client_5
608,M15467,M,298.0,309.9,1565,33.9,40,0,0,0,0,0,0,client_5
9296,M24155,M,298.2,309.0,1413,47.9,97,0,0,0,0,0,0,client_5
8855,M23714,M,297.7,309.0,1433,41.8,16,0,0,0,0,0,0,client_5
76,L47255,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,client_5
4840,H34253,H,303.4,311.9,1402,50.0,54,0,0,0,0,0,0,client_5
8127,L55306,L,300.2,311.4,1433,37.9,36,0,0,0,0,0,0,client_5
717,H30130,H,297.4,308.6,1420,45.8,120,0,0,0,0,0,0,client_5
9344,M24203,M,298.3,308.8,1391,50.4,13,0,0,0,0,0,0,client_5
4318,M19177,M,301.5,310.0,1417,44.6,49,0,0,0,0,0,0,client_5
1192,M16051,M,297.2,308.3,1776,28.0,43,0,0,0,0,0,0,client_5
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,client_5
6325,M21184,M,300.7,310.1,1367,52.6,167,0,0,0,0,0,0,client_5
4911,M19770,M,303.5,312.4,1606,31.7,22,0,0,0,0,0,0,client_5
6986,H36399,H,300.8,311.1,1698,24.8,156,0,0,0,0,0,0,client_5
6674,L53853,L,301.6,310.7,1380,51.8,216,1,0,0,0,1,0,client_5
6925,L54104,L,301.2,311.6,1461,52.9,208,1,0,0,0,1,0,client_5
7803,L54982,L,299.9,311.3,1429,58.2,103,0,0,0,0,0,0,client_5
1438,H30851,H,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,client_5
190,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,client_5
6490,M21349,M,300.7,309.8,1490,38.8,173,0,0,0,0,0,0,client_5
2145,L49324,L,299.4,308.9,1451,40.5,168,0,0,0,0,0,0,client_5
3457,H32870,H,301.4,310.4,1610,38.6,16,0,0,0,0,0,0,client_5
4525,M19384,M,302.5,310.5,1527,38.8,136,0,0,0,0,0,0,client_5
2122,M16981,M,299.2,308.8,1503,37.4,109,0,0,0,0,0,0,client_5
4679,H34092,H,303.6,311.7,1476,40.1,85,0,0,0,0,0,0,client_5
6499,H35912,H,300.8,309.9,2041,19.2,194,0,0,0,0,0,0,client_5
5831,M20690,M,301.3,311.2,1438,42.4,7,0,0,0,0,0,0,client_5
9777,M24636,M,298.6,309.6,1397,54.1,47,0,0,0,0,0,0,client_5
3572,M18431,M,301.7,310.6,1691,27.7,105,0,0,0,0,0,0,client_5
8200,L55379,L,299.2,310.7,1737,27.0,225,1,1,0,0,0,0,client_5
4238,L51417,L,302.2,311.0,1832,23.2,70,0,0,0,0,0,0,client_5
9620,M24479,M,298.9,310.0,1323,52.9,106,0,0,0,0,0,0,client_5
5297,H34710,H,303.8,313.2,1379,50.2,178,0,0,0,0,0,0,client_5
6505,M21364,M,301.0,310.1,1681,27.4,212,0,0,0,0,0,0,client_5
6904,M21763,M,301.0,311.6,1609,35.8,156,0,0,0,0,0,0,client_5
3281,M18140,M,301.2,309.9,1456,50.8,15,0,0,0,0,0,0,client_5
1076,H30489,H,296.9,307.8,1345,54.5,172,0,0,0,0,0,0,client_5
1427,M16286,M,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,client_5
7862,L55041,L,300.5,312.0,1498,42.9,25,0,0,0,0,0,0,client_5
3835,M18694,M,302.3,311.1,1295,57.1,146,0,0,0,0,0,0,client_5
9106,M23965,M,297.3,308.2,1677,34.9,21,0,0,0,0,0,0,client_5
5465,M20324,M,302.9,312.4,1659,33.1,152,0,0,0,0,0,0,client_5
5012,M19871,M,303.7,312.8,1634,33.8,63,0,0,0,0,0,0,client_5
8003,M22862,M,300.9,312.1,1851,23.0,156,0,0,0,0,0,0,client_5
8984,M23843,M,297.0,307.7,1261,51.1,130,0,0,0,0,0,0,client_5
4726,M19585,M,303.4,311.8,1515,42.6,204,0,0,0,0,0,0,client_5
5888,H35301,H,301.4,311.1,1445,41.4,144,0,0,0,0,0,0,client_5
9591,M24450,M,299.2,310.4,1325,52.0,34,0,0,0,0,0,0,client_5
7661,M22520,M,300.5,311.6,1246,52.9,165,0,0,0,0,0,0,client_5
6696,M21555,M,301.7,311.0,1311,55.8,39,0,0,0,0,0,0,client_5
8518,M23377,M,298.3,309.6,1469,54.8,191,0,0,0,0,0,0,client_5
4645,L51824,L,303.2,311.4,1514,41.2,230,0,0,0,0,0,0,client_5
2153,M17012,M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0,client_5
5034,L52213,L,304.0,313.1,1564,50.9,119,0,0,0,0,0,0,client_5
3064,L50243,L,300.0,309.1,1431,45.4,90,0,0,0,0,0,0,client_5
3595,M18454,M,301.6,310.4,1452,45.7,164,0,0,0,0,0,0,client_5
7561,M22420,M,300.3,311.3,1377,53.8,125,0,0,0,0,0,0,client_5
8143,M23002,M,299.7,311.0,1448,49.8,80,0,0,0,0,0,0,client_5
539,M15398,M,297.4,309.3,1499,36.8,88,0,0,0,0,0,0,client_5
976,M15835,M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,client_5
7796,H37209,H,300.1,311.6,1674,29.6,85,0,0,0,0,0,0,client_5
9211,M24070,M,297.9,309.0,2456,13.9,82,0,0,0,0,0,0,client_5
4936,L52115,L,303.4,312.3,1479,42.8,92,0,0,0,0,0,0,client_5
3317,M18176,M,301.4,310.5,1217,60.6,103,0,0,0,0,0,0,client_5
512,L47691,L,297.5,309.3,1479,39.4,22,0,0,0,0,0,0,client_5
8640,L55819,L,297.5,308.4,1384,56.0,73,0,0,0,0,0,0,client_5
5499,M20358,M,302.9,312.5,1903,21.2,23,0,0,0,0,0,0,client_5
8874,H38287,H,298.0,309.1,1557,36.4,65,0,0,0,0,0,0,client_5
2787,M17646,M,300.2,309.5,1630,28.3,51,0,0,0,0,0,0,client_5
3811,M18670,M,302.2,310.8,1562,38.1,78,0,0,0,0,0,0,client_5
4221,M19080,M,301.9,310.6,1260,65.9,29,0,0,0,0,0,0,client_5
7906,M22765,M,300.8,312.4,1465,43.7,139,0,0,0,0,0,0,client_5
6306,M21165,M,301.1,310.5,1603,32.6,121,0,0,0,0,0,0,client_5
6906,M21765,M,301.0,311.5,1550,34.9,162,0,0,0,0,0,0,client_5
9070,M23929,M,297.2,308.2,1678,28.1,133,0,0,0,0,0,0,client_5
1740,H31153,H,298.5,307.9,1260,54.2,141,0,0,0,0,0,0,client_5
2507,M17366,M,299.2,309.1,1503,34.7,6,0,0,0,0,0,0,client_5
9454,H38867,H,298.2,309.0,1360,56.8,107,0,0,0,0,0,0,client_5
7750,L54929,L,300.4,311.6,1674,33.0,172,0,0,0,0,0,0,client_5
9006,L56185,L,297.2,307.9,1337,58.1,184,0,0,0,0,0,0,client_5
1382,M16241,M,298.8,310.2,1583,35.7,116,0,0,0,0,0,0,client_5
192,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,client_5
7180,L54359,L,300.2,310.1,1523,42.3,25,0,0,0,0,0,0,client_5
9363,M24222,M,298.0,308.5,1682,33.0,58,0,0,0,0,0,0,client_5
576,M15435,M,297.9,309.9,1410,55.4,188,0,0,0,0,0,0,client_5
587,L47766,L,297.6,309.6,1501,49.8,222,1,0,0,0,1,0,client_5
9194,M24053,M,297.9,309.0,1530,40.9,42,0,0,0,0,0,0,client_5
2874,H32287,H,300.6,309.4,1555,37.9,24,0,0,0,0,0,0,client_5
4577,M19436,M,302.9,311.1,1926,21.8,58,0,0,0,0,0,0,client_5
8137,M22996,M,299.6,310.9,1474,39.7,64,0,0,0,0,0,0,client_5
5440,L52619,L,303.0,312.5,1626,30.5,87,0,0,0,0,0,0,client_5
19,H29432,H,298.8,309.2,1306,54.5,50,0,0,0,0,0,0,client_5
145,M15004,M,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,client_5
8463,M23322,M,298.7,309.8,1501,44.7,48,0,0,0,0,0,0,client_5
732,M15591,M,297.3,308.6,1431,53.0,160,0,0,0,0,0,0,client_5
8201,L55380,L,299.3,310.8,1426,42.4,0,0,0,0,0,0,0,client_5
8393,M23252,M,298.5,309.6,1502,39.4,84,0,0,0,0,0,0,client_5
9049,M23908,M,297.3,308.4,1370,50.5,71,0,0,0,0,0,0,client_5
8327,H37740,H,298.6,309.5,1523,34.2,119,0,0,0,0,0,0,client_5
9322,L56501,L,298.4,309.2,1335,53.5,168,0,0,0,0,0,0,client_5
7863,M22722,M,300.5,312.0,1382,54.1,27,0,0,0,0,0,0,client_5
5946,M20805,M,300.8,310.8,1415,44.5,87,0,0,0,0,0,0,client_5
6845,M21704,M,301.3,311.4,1838,23.2,215,0,0,0,0,0,0,client_5
4881,M19740,M,303.8,312.6,1527,41.9,159,0,0,0,0,0,0,client_5
2543,H31956,H,299.2,308.9,1712,26.4,95,0,0,0,0,0,0,client_5
8959,M23818,M,297.4,308.1,1734,27.7,70,0,0,0,0,0,0,client_5
7538,L54717,L,300.1,311.3,1305,64.7,66,0,0,0,0,0,0,client_5
9504,M24363,M,299.2,310.3,1551,44.8,18,0,0,0,0,0,0,client_5
9540,L56719,L,299.4,310.8,1424,47.7,109,0,0,0,0,0,0,client_5
8896,H38309,H,297.4,308.6,1461,40.1,126,0,0,0,0,0,0,client_5
4328,H33741,H,301.7,310.1,1660,29.3,72,0,0,0,0,0,0,client_5
6304,H35717,H,301.2,310.6,1457,50.5,114,0,0,0,0,0,0,client_5
9298,M24157,M,298.1,308.9,1479,43.4,105,0,0,0,0,0,0,client_5
7691,M22550,M,300.5,311.6,1577,36.5,4,0,0,0,0,0,0,client_5
1371,L48550,L,298.7,310.3,1451,40.0,86,0,0,0,0,0,0,client_5
3823,M18682,M,302.4,311.0,1464,44.2,106,0,0,0,0,0,0,client_5
8021,H37434,H,300.9,312.0,1720,27.9,202,0,0,0,0,0,0,client_5
9111,M23970,M,297.6,308.6,1389,49.0,34,0,0,0,0,0,0,client_5
6439,L53618,L,300.4,310.0,1581,30.3,42,0,0,0,0,0,0,client_5
6550,H35963,H,301.3,310.6,1527,44.0,114,0,0,0,0,0,0,client_5
9300,M24159,M,298.1,308.9,1335,50.4,110,0,0,0,0,0,0,client_5
4174,M19033,M,302.2,310.6,1346,49.2,134,1,0,1,0,0,0,client_5
3945,L51124,L,302.2,311.2,1381,49.4,207,0,0,0,0,0,0,client_5
6154,L53333,L,301.0,311.1,1236,64.4,177,1,0,0,0,1,0,client_5
5093,M19952,M,303.9,313.2,1608,40.6,79,0,0,0,0,0,0,client_5
6282,M21141,M,301.3,310.8,1455,41.2,56,0,0,0,0,0,0,client_5
3169,M18028,M,300.4,309.6,1614,30.3,161,0,0,0,0,0,0,client_5
1572,L48751,L,298.3,308.4,1528,37.3,160,0,0,0,0,0,0,client_5
8112,M22971,M,300.4,311.8,1553,33.1,209,1,1,0,0,0,0,client_5
937,M15796,M,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,client_5
9619,L56798,L,299.0,310.1,1447,42.8,104,0,0,0,0,0,0,client_5
1122,L48301,L,296.6,307.6,1459,40.2,96,0,0,0,0,0,0,client_5
60,L47239,L,298.8,309.1,1378,54.4,165,0,0,0,0,0,0,client_5
3801,M18660,M,302.1,310.9,1916,23.1,51,0,0,0,0,0,0,client_5
9925,M24784,M,298.5,308.6,1384,54.4,44,0,0,0,0,0,0,client_5
